hh_id,per_id,at_id,act_id,trip_id,BegTime,EndTime,ActType,O_pur,D_pur,Mode,Numontrp,AT_Dur
30000167,1,1,1,-2,0,740,1,-2,-2,-2,-2,740
30000167,1,2,-2,1,740,748,-2,1,13,17,2,8
30000167,1,3,2,-2,748,810,13,-2,-2,-2,-2,62
30000167,1,4,-2,2,810,820,-2,13,1,17,2,10
30000167,1,5,3,-2,820,1440,1,-2,-2,-2,-2,620
30001438,1,1,1,-2,0,550,1,-2,-2,-2,-2,550
30001438,1,2,-2,1,550,554,-2,1,12,6,1,4
30001438,1,3,2,-2,554,592,12,-2,-2,-2,-2,38
30001438,1,4,-2,2,592,596,-2,12,1,6,1,4
30001438,1,5,3,-2,596,955,1,-2,-2,-2,-2,359
30001438,1,6,-2,3,955,1090,-2,1,17,4,2,135
30001438,1,7,4,-2,1090,1105,17,-2,-2,-2,-2,15
30001438,1,8,-2,4,1105,1178,-2,17,13,4,4,73
30001438,1,9,5,-2,1178,1255,13,-2,-2,-2,-2,77
30001438,1,10,-2,5,1255,1278,-2,13,17,4,4,23
30001438,1,11,6,-2,1278,1440,17,-2,-2,-2,-2,162
30001438,2,1,1,-2,0,468,1,-2,-2,-2,-2,468
30001438,2,2,-2,1,468,471,-2,1,3,4,1,3
30001438,2,3,2,-2,471,762,3,-2,-2,-2,-2,291
30001438,2,4,-2,2,762,765,-2,3,1,4,1,3
30001438,2,5,3,-2,765,790,1,-2,-2,-2,-2,25
30001438,2,6,-2,3,790,794,-2,1,3,4,1,4
30001438,2,7,4,-2,794,911,3,-2,-2,-2,-2,117
30001438,2,8,-2,4,911,925,-2,3,6,4,2,14
30001438,2,9,5,-2,925,926,6,-2,-2,-2,-2,1
30001438,2,10,-2,5,926,940,-2,6,1,4,1,14
30001438,2,11,6,-2,940,955,1,-2,-2,-2,-2,15
30001438,2,12,-2,6,955,1090,-2,1,17,4,2,135
30001438,2,13,7,-2,1090,1165,17,-2,-2,-2,-2,75
30001438,2,14,-2,7,1165,1178,-2,17,13,4,4,13
30001438,2,15,8,-2,1178,1265,13,-2,-2,-2,-2,87
30001438,2,16,-2,8,1265,1278,-2,13,1,4,4,13
30001438,2,17,9,-2,1278,1440,1,-2,-2,-2,-2,162
30001811,1,1,1,-2,0,314,1,-2,-2,-2,-2,314
30001811,1,2,-2,1,314,350,-2,1,3,3,2,36
30001811,1,3,2,-2,350,870,3,-2,-2,-2,-2,520
30001811,1,4,-2,2,870,920,-2,3,1,3,1,50
30001811,1,5,3,-2,920,1440,1,-2,-2,-2,-2,520
30001892,1,1,1,-2,0,555,1,-2,-2,-2,-2,555
30001892,1,2,-2,1,555,560,-2,1,3,4,1,5
30001892,1,3,2,-2,560,1095,3,-2,-2,-2,-2,535
30001892,1,4,-2,2,1095,1112,-2,3,6,4,2,17
30001892,1,5,3,-2,1112,1113,6,-2,-2,-2,-2,1
30001892,1,6,-2,3,1113,1123,-2,6,1,4,1,10
30001892,1,7,4,-2,1123,1440,1,-2,-2,-2,-2,317
30002529,1,1,1,-2,0,540,1,-2,-2,-2,-2,540
30002529,1,2,-2,1,540,560,-2,1,11,3,2,20
30002529,1,3,2,-2,560,570,11,-2,-2,-2,-2,10
30002529,1,4,-2,2,570,705,-2,11,13,3,2,135
30002529,1,5,3,-2,705,739,13,-2,-2,-2,-2,34
30002529,1,6,-2,3,739,900,-2,13,17,3,2,161
30002529,1,7,4,-2,900,1440,17,-2,-2,-2,-2,540
30002529,2,1,1,-2,0,540,1,-2,-2,-2,-2,540
30002529,2,2,-2,1,540,560,-2,1,11,3,2,20
30002529,2,3,2,-2,560,570,11,-2,-2,-2,-2,10
30002529,2,4,-2,2,570,705,-2,11,13,3,2,135
30002529,2,5,3,-2,705,739,13,-2,-2,-2,-2,34
30002529,2,6,-2,3,739,900,-2,13,17,3,2,161
30002529,2,7,4,-2,900,1440,17,-2,-2,-2,-2,540
30004824,1,1,1,-2,0,540,1,-2,-2,-2,-2,540
30004824,1,2,-2,1,540,585,-2,1,11,1,1,45
30004824,1,3,2,-2,585,620,11,-2,-2,-2,-2,35
30004824,1,4,-2,2,620,645,-2,11,11,1,1,25
30004824,1,5,3,-2,645,660,11,-2,-2,-2,-2,15
30004824,1,6,-2,3,660,685,-2,11,11,1,1,25
30004824,1,7,4,-2,685,735,11,-2,-2,-2,-2,50
30004824,1,8,-2,4,735,770,-2,11,1,1,1,35
30004824,1,9,5,-2,770,1020,1,-2,-2,-2,-2,250
30004824,1,10,-2,5,1020,1040,-2,1,11,1,1,20
30004824,1,11,6,-2,1040,1050,11,-2,-2,-2,-2,10
30004824,1,12,-2,6,1050,1080,-2,11,1,1,1,30
30004824,1,13,7,-2,1080,1440,1,-2,-2,-2,-2,360
30005025,1,1,1,-2,0,485,2,-2,-2,-2,-2,485
30005025,1,2,-2,1,485,505,-2,2,14,3,1,20
30005025,1,3,2,-2,505,535,14,-2,-2,-2,-2,30
30005025,1,4,-2,2,535,570,-2,14,11,3,1,35
30005025,1,5,3,-2,570,580,11,-2,-2,-2,-2,10
30005025,1,6,-2,3,580,590,-2,11,12,3,1,10
30005025,1,7,4,-2,590,600,12,-2,-2,-2,-2,10
30005025,1,8,-2,4,600,620,-2,12,2,13,1,20
30005025,1,9,5,-2,620,980,2,-2,-2,-2,-2,360
30005025,1,10,-2,5,980,1005,-2,2,12,4,2,25
30005025,1,11,6,-2,1005,1010,12,-2,-2,-2,-2,5
30005025,1,12,-2,6,1010,1035,-2,12,1,3,1,25
30005025,1,13,7,-2,1035,1040,1,-2,-2,-2,-2,5
30005025,1,14,-2,7,1040,1050,-2,1,1,3,1,10
30005025,1,15,8,-2,1050,1440,1,-2,-2,-2,-2,390
30005025,2,1,1,-2,0,420,2,-2,-2,-2,-2,420
30005025,2,2,-2,1,420,427,-2,2,16,4,1,7
30005025,2,3,2,-2,427,475,16,-2,-2,-2,-2,48
30005025,2,4,-2,2,475,505,-2,16,5,4,1,30
30005025,2,5,3,-2,505,535,5,-2,-2,-2,-2,30
30005025,2,6,-2,3,535,570,-2,5,2,4,1,35
30005025,2,7,4,-2,570,980,2,-2,-2,-2,-2,410
30005025,2,8,-2,4,980,1005,-2,2,6,4,3,25
30005025,2,9,5,-2,1005,1006,6,-2,-2,-2,-2,1
30005025,2,10,-2,5,1006,1030,-2,6,1,4,1,24
30005025,2,11,6,-2,1030,1050,1,-2,-2,-2,-2,20
30005025,2,12,-2,6,1050,1057,-2,1,1,4,1,7
30005025,2,13,7,-2,1057,1440,1,-2,-2,-2,-2,383
30005102,1,1,1,-2,0,960,1,-2,-2,-2,-2,960
30005102,1,2,-2,1,960,975,-2,1,11,6,5,15
30005102,1,3,2,-2,975,1050,11,-2,-2,-2,-2,75
30005102,1,4,-2,2,1050,1080,-2,11,11,6,5,30
30005102,1,5,3,-2,1080,1110,11,-2,-2,-2,-2,30
30005102,1,6,-2,3,1110,1140,-2,11,1,6,5,30
30005102,1,7,4,-2,1140,1440,1,-2,-2,-2,-2,300
30005102,2,1,1,-2,0,960,1,-2,-2,-2,-2,960
30005102,2,2,-2,1,960,975,-2,1,11,6,5,15
30005102,2,3,2,-2,975,1050,11,-2,-2,-2,-2,75
30005102,2,4,-2,2,1050,1080,-2,11,11,6,5,30
30005102,2,5,3,-2,1080,1110,11,-2,-2,-2,-2,30
30005102,2,6,-2,3,1110,1140,-2,11,1,6,5,30
30005102,2,7,4,-2,1140,1440,1,-2,-2,-2,-2,300
30005102,3,1,1,-2,0,405,1,-2,-2,-2,-2,405
30005102,3,2,-2,1,405,440,-2,1,8,10,1,35
30005102,3,3,2,-2,440,825,8,-2,-2,-2,-2,385
30005102,3,4,-2,2,825,870,-2,8,16,1,1,45
30005102,3,5,3,-2,870,875,16,-2,-2,-2,-2,5
30005102,3,6,-2,3,875,920,-2,16,16,1,1,45
30005102,3,7,4,-2,920,950,16,-2,-2,-2,-2,30
30005102,3,8,-2,4,950,960,-2,16,7,97,1,10
30005102,3,9,5,-2,960,961,7,-2,-2,-2,-2,1
30005102,3,10,-2,5,961,975,-2,7,11,6,5,14
30005102,3,11,6,-2,975,1050,11,-2,-2,-2,-2,75
30005102,3,12,-2,6,1050,1080,-2,11,11,6,5,30
30005102,3,13,7,-2,1080,1110,11,-2,-2,-2,-2,30
30005102,3,14,-2,7,1110,1140,-2,11,1,6,5,30
30005102,3,15,8,-2,1140,1440,1,-2,-2,-2,-2,300
30005102,4,1,1,-2,0,486,1,-2,-2,-2,-2,486
30005102,4,2,-2,1,486,500,-2,1,8,10,2,14
30005102,4,3,2,-2,500,935,8,-2,-2,-2,-2,435
30005102,4,4,-2,2,935,955,-2,8,7,10,2,20
30005102,4,5,3,-2,955,960,7,-2,-2,-2,-2,5
30005102,4,6,-2,3,960,975,-2,7,11,6,5,15
30005102,4,7,4,-2,975,1050,11,-2,-2,-2,-2,75
30005102,4,8,-2,4,1050,1080,-2,11,11,6,5,30
30005102,4,9,5,-2,1080,1110,11,-2,-2,-2,-2,30
30005102,4,10,-2,5,1110,1140,-2,11,1,6,5,30
30005102,4,11,6,-2,1140,1440,1,-2,-2,-2,-2,300
30005102,5,1,1,-2,0,486,1,-2,-2,-2,-2,486
30005102,5,2,-2,1,486,500,-2,1,8,10,2,14
30005102,5,3,2,-2,500,935,8,-2,-2,-2,-2,435
30005102,5,4,-2,2,935,955,-2,8,7,10,2,20
30005102,5,5,3,-2,955,960,7,-2,-2,-2,-2,5
30005102,5,6,-2,3,960,975,-2,7,11,6,5,15
30005102,5,7,4,-2,975,1050,11,-2,-2,-2,-2,75
30005102,5,8,-2,4,1050,1080,-2,11,11,6,5,30
30005102,5,9,5,-2,1080,1110,11,-2,-2,-2,-2,30
30005102,5,10,-2,5,1110,1140,-2,11,1,6,5,30
30005102,5,11,6,-2,1140,1440,1,-2,-2,-2,-2,300
30005287,1,1,1,-2,0,502,1,-2,-2,-2,-2,502
30005287,1,2,-2,1,502,510,-2,1,6,3,2,8
30005287,1,3,2,-2,510,512,6,-2,-2,-2,-2,2
30005287,1,4,-2,2,512,523,-2,6,1,3,1,11
30005287,1,5,3,-2,523,601,1,-2,-2,-2,-2,78
30005287,1,6,-2,3,601,611,-2,1,17,3,1,10
30005287,1,7,4,-2,611,626,17,-2,-2,-2,-2,15
30005287,1,8,-2,4,626,632,-2,17,11,3,1,6
30005287,1,9,5,-2,632,659,11,-2,-2,-2,-2,27
30005287,1,10,-2,5,659,674,-2,11,1,3,1,15
30005287,1,11,6,-2,674,699,1,-2,-2,-2,-2,25
30005287,1,12,-2,6,699,701,-2,1,17,3,2,2
30005287,1,13,7,-2,701,735,17,-2,-2,-2,-2,34
30005287,1,14,-2,7,735,738,-2,17,1,3,2,3
30005287,1,15,8,-2,738,789,1,-2,-2,-2,-2,51
30005287,1,16,-2,8,789,796,-2,1,11,3,1,7
30005287,1,17,9,-2,796,818,11,-2,-2,-2,-2,22
30005287,1,18,-2,9,818,827,-2,11,1,3,1,9
30005287,1,19,10,-2,827,904,1,-2,-2,-2,-2,77
30005287,1,20,-2,10,904,910,-2,1,6,3,1,6
30005287,1,21,11,-2,910,926,6,-2,-2,-2,-2,16
30005287,1,22,-2,11,926,936,-2,6,1,3,2,10
30005287,1,23,12,-2,936,1440,1,-2,-2,-2,-2,504
30005287,2,1,1,-2,0,699,1,-2,-2,-2,-2,699
30005287,2,2,-2,1,699,701,-2,1,17,3,2,2
30005287,2,3,2,-2,701,735,17,-2,-2,-2,-2,34
30005287,2,4,-2,2,735,738,-2,17,1,3,2,3
30005287,2,5,3,-2,738,1440,1,-2,-2,-2,-2,702
30005287,3,1,1,-2,0,502,1,-2,-2,-2,-2,502
30005287,3,2,-2,1,502,510,-2,1,3,3,2,8
30005287,3,3,2,-2,510,916,3,-2,-2,-2,-2,406
30005287,3,4,-2,2,916,936,-2,3,1,3,2,20
30005287,3,5,3,-2,936,1440,1,-2,-2,-2,-2,504
30005716,1,1,1,-2,0,585,1,-2,-2,-2,-2,585
30005716,1,2,-2,1,585,600,-2,1,19,3,2,15
30005716,1,3,2,-2,600,770,19,-2,-2,-2,-2,170
30005716,1,4,-2,2,770,785,-2,19,1,3,2,15
30005716,1,5,3,-2,785,1440,1,-2,-2,-2,-2,655
30005716,3,1,1,-2,0,720,15,-2,-2,-2,-2,720
30005716,3,2,-2,1,720,1125,-2,15,1,18,4,405
30005716,3,3,2,-2,1125,1440,1,-2,-2,-2,-2,315
30005716,4,1,1,-2,0,585,19,-2,-2,-2,-2,585
30005716,4,2,-2,1,585,600,-2,19,19,3,2,15
30005716,4,3,2,-2,600,770,19,-2,-2,-2,-2,170
30005716,4,4,-2,2,770,785,-2,19,1,3,2,15
30005716,4,5,3,-2,785,1440,1,-2,-2,-2,-2,655
30005942,1,1,1,-2,0,465,1,-2,-2,-2,-2,465
30005942,1,2,-2,1,465,480,-2,1,6,4,2,15
30005942,1,3,2,-2,480,481,6,-2,-2,-2,-2,1
30005942,1,4,-2,2,481,490,-2,6,11,4,1,9
30005942,1,5,3,-2,490,550,11,-2,-2,-2,-2,60
30005942,1,6,-2,3,550,570,-2,11,1,4,1,20
30005942,1,7,4,-2,570,885,1,-2,-2,-2,-2,315
30005942,1,8,-2,4,885,895,-2,1,6,4,1,10
30005942,1,9,5,-2,895,905,6,-2,-2,-2,-2,10
30005942,1,10,-2,5,905,920,-2,6,1,4,2,15
30005942,1,11,6,-2,920,1440,1,-2,-2,-2,-2,520
30005942,3,1,1,-2,0,465,1,-2,-2,-2,-2,465
30005942,3,2,-2,1,465,480,-2,1,8,4,2,15
30005942,3,3,2,-2,480,900,8,-2,-2,-2,-2,420
30005942,3,4,-2,2,900,920,-2,8,1,4,2,20
30005942,3,5,3,-2,920,1440,1,-2,-2,-2,-2,520
30006763,1,1,1,-2,0,535,1,-2,-2,-2,-2,535
30006763,1,2,-2,1,535,540,-2,1,6,4,2,5
30006763,1,3,2,-2,540,555,6,-2,-2,-2,-2,15
30006763,1,4,-2,2,555,565,-2,6,13,4,4,10
30006763,1,5,3,-2,565,600,13,-2,-2,-2,-2,35
30006763,1,6,-2,3,600,620,-2,13,6,4,4,20
30006763,1,7,4,-2,620,625,6,-2,-2,-2,-2,5
30006763,1,8,-2,4,625,665,-2,6,1,4,2,40
30006763,1,9,5,-2,665,780,1,-2,-2,-2,-2,115
30006763,1,10,-2,5,780,815,-2,1,15,4,2,35
30006763,1,11,6,-2,815,960,15,-2,-2,-2,-2,145
30006763,1,12,-2,6,960,990,-2,15,13,4,2,30
30006763,1,13,7,-2,990,1095,13,-2,-2,-2,-2,105
30006763,1,14,-2,7,1095,1105,-2,13,1,4,2,10
30006763,1,15,8,-2,1105,1440,1,-2,-2,-2,-2,335
30006763,2,1,1,-2,0,385,1,-2,-2,-2,-2,385
30006763,2,2,-2,1,385,390,-2,1,15,4,1,5
30006763,2,3,2,-2,390,435,15,-2,-2,-2,-2,45
30006763,2,4,-2,2,435,440,-2,15,1,4,1,5
30006763,2,5,3,-2,440,1440,1,-2,-2,-2,-2,1000
30007611,1,1,1,-2,0,480,1,-2,-2,-2,-2,480
30007611,1,2,-2,1,480,488,-2,1,3,4,1,8
30007611,1,3,2,-2,488,900,3,-2,-2,-2,-2,412
30007611,1,4,-2,2,900,910,-2,3,1,4,1,10
30007611,1,5,3,-2,910,1440,1,-2,-2,-2,-2,530
30007611,2,1,1,-2,0,540,1,-2,-2,-2,-2,540
30007611,2,2,-2,1,540,560,-2,1,16,2,1,20
30007611,2,3,2,-2,560,630,16,-2,-2,-2,-2,70
30007611,2,4,-2,2,630,650,-2,16,1,2,1,20
30007611,2,5,3,-2,650,1020,1,-2,-2,-2,-2,370
30007611,2,6,-2,3,1020,1040,-2,1,15,2,1,20
30007611,2,7,4,-2,1040,1110,15,-2,-2,-2,-2,70
30007611,2,8,-2,4,1110,1130,-2,15,1,2,1,20
30007611,2,9,5,-2,1130,1440,1,-2,-2,-2,-2,310
30007611,4,1,1,-2,0,330,1,-2,-2,-2,-2,330
30007611,4,2,-2,1,330,360,-2,1,3,5,1,30
30007611,4,3,2,-2,360,390,3,-2,-2,-2,-2,30
30007611,4,4,-2,2,390,405,-2,3,11,5,1,15
30007611,4,5,3,-2,405,420,11,-2,-2,-2,-2,15
30007611,4,6,-2,3,420,445,-2,11,3,5,1,25
30007611,4,7,4,-2,445,960,3,-2,-2,-2,-2,515
30007611,4,8,-2,4,960,990,-2,3,1,5,1,30
30007611,4,9,5,-2,990,1440,1,-2,-2,-2,-2,450
30007976,1,1,1,-2,0,525,1,-2,-2,-2,-2,525
30007976,1,2,-2,1,525,540,-2,1,13,3,2,15
30007976,1,3,2,-2,540,555,13,-2,-2,-2,-2,15
30007976,1,4,-2,2,555,560,-2,13,11,3,2,5
30007976,1,5,3,-2,560,575,11,-2,-2,-2,-2,15
30007976,1,6,-2,3,575,590,-2,11,10,3,2,15
30007976,1,7,4,-2,590,810,10,-2,-2,-2,-2,220
30007976,1,8,-2,4,810,825,-2,10,11,3,2,15
30007976,1,9,5,-2,825,840,11,-2,-2,-2,-2,15
30007976,1,10,-2,5,840,855,-2,11,1,3,2,15
30007976,1,11,6,-2,855,1440,1,-2,-2,-2,-2,585
30008488,2,1,1,-2,0,750,3,-2,-2,-2,-2,750
30008488,2,2,-2,1,750,780,-2,3,1,6,1,30
30008488,2,3,2,-2,780,1440,1,-2,-2,-2,-2,660
30008623,1,1,1,-2,0,510,1,-2,-2,-2,-2,510
30008623,1,2,-2,1,510,600,-2,1,18,4,2,90
30008623,1,3,2,-2,600,660,18,-2,-2,-2,-2,60
30008623,1,4,-2,2,660,670,-2,18,11,4,2,10
30008623,1,5,3,-2,670,690,11,-2,-2,-2,-2,20
30008623,1,6,-2,3,690,700,-2,11,13,4,2,10
30008623,1,7,4,-2,700,760,13,-2,-2,-2,-2,60
30008623,1,8,-2,4,760,840,-2,13,14,4,2,80
30008623,1,9,5,-2,840,850,14,-2,-2,-2,-2,10
30008623,1,10,-2,5,850,865,-2,14,1,4,2,15
30008623,1,11,6,-2,865,1440,1,-2,-2,-2,-2,575
30008623,2,1,1,-2,0,510,1,-2,-2,-2,-2,510
30008623,2,2,-2,1,510,600,-2,1,18,4,2,90
30008623,2,3,2,-2,600,660,18,-2,-2,-2,-2,60
30008623,2,4,-2,2,660,670,-2,18,11,4,2,10
30008623,2,5,3,-2,670,685,11,-2,-2,-2,-2,15
30008623,2,6,-2,3,685,700,-2,11,13,4,2,15
30008623,2,7,4,-2,700,760,13,-2,-2,-2,-2,60
30008623,2,8,-2,4,760,840,-2,13,14,4,2,80
30008623,2,9,5,-2,840,850,14,-2,-2,-2,-2,10
30008623,2,10,-2,5,850,865,-2,14,1,4,2,15
30008623,2,11,6,-2,865,1440,1,-2,-2,-2,-2,575
30009049,1,1,1,-2,0,450,1,-2,-2,-2,-2,450
30009049,1,2,-2,1,450,465,-2,1,11,3,1,15
30009049,1,3,2,-2,465,490,11,-2,-2,-2,-2,25
30009049,1,4,-2,2,490,495,-2,11,3,3,1,5
30009049,1,5,3,-2,495,665,3,-2,-2,-2,-2,170
30009049,1,6,-2,3,665,668,-2,3,11,3,1,3
30009049,1,7,4,-2,668,694,11,-2,-2,-2,-2,26
30009049,1,8,-2,4,694,697,-2,11,3,3,1,3
30009049,1,9,5,-2,697,1045,3,-2,-2,-2,-2,348
30009049,1,10,-2,5,1045,1060,-2,3,1,3,1,15
30009049,1,11,6,-2,1060,1440,1,-2,-2,-2,-2,380
30009049,2,1,1,-2,0,245,1,-2,-2,-2,-2,245
30009049,2,2,-2,1,245,255,-2,1,3,6,1,10
30009049,2,3,2,-2,255,660,3,-2,-2,-2,-2,405
30009049,2,4,-2,2,660,675,-2,3,1,6,1,15
30009049,2,5,3,-2,675,1440,1,-2,-2,-2,-2,765
30009343,1,1,1,-2,0,540,1,-2,-2,-2,-2,540
30009343,1,2,-2,1,540,541,-2,1,16,1,1,1
30009343,1,3,2,-2,541,690,16,-2,-2,-2,-2,149
30009343,1,4,-2,2,690,691,-2,16,1,1,1,1
30009343,1,5,3,-2,691,750,1,-2,-2,-2,-2,59
30009343,1,6,-2,3,750,753,-2,1,12,1,1,3
30009343,1,7,4,-2,753,780,12,-2,-2,-2,-2,27
30009343,1,8,-2,4,780,782,-2,12,1,1,1,2
30009343,1,9,5,-2,782,825,1,-2,-2,-2,-2,43
30009343,1,10,-2,5,825,826,-2,1,1,1,1,1
30009343,1,11,6,-2,826,1440,1,-2,-2,-2,-2,614
30009343,2,1,1,-2,0,825,1,-2,-2,-2,-2,825
30009343,2,2,-2,1,825,855,-2,1,18,3,1,30
30009343,2,3,2,-2,855,949,18,-2,-2,-2,-2,94
30009343,2,4,-2,2,949,980,-2,18,1,3,1,31
30009343,2,5,3,-2,980,981,1,-2,-2,-2,-2,1
30009343,2,6,-2,3,981,982,-2,1,1,3,1,1
30009343,2,7,4,-2,982,1440,1,-2,-2,-2,-2,458
30009616,1,1,1,-2,0,270,1,-2,-2,-2,-2,270
30009616,1,2,-2,1,270,295,-2,1,3,4,1,25
30009616,1,3,2,-2,295,935,3,-2,-2,-2,-2,640
30009616,1,4,-2,2,935,985,-2,3,1,4,1,50
30009616,1,5,3,-2,985,1440,1,-2,-2,-2,-2,455
30009619,1,1,1,-2,0,900,1,-2,-2,-2,-2,900
30009619,1,2,-2,1,900,920,-2,1,15,6,1,20
30009619,1,3,2,-2,920,1140,15,-2,-2,-2,-2,220
30009619,1,4,-2,2,1140,1160,-2,15,1,6,1,20
30009619,1,5,3,-2,1160,1440,1,-2,-2,-2,-2,280
30010466,2,1,1,-2,0,390,1,-2,-2,-2,-2,390
30010466,2,2,-2,1,390,395,-2,1,17,7,1,5
30010466,2,3,2,-2,395,410,17,-2,-2,-2,-2,15
30010466,2,4,-2,2,410,413,-2,17,17,7,1,3
30010466,2,5,3,-2,413,435,17,-2,-2,-2,-2,22
30010466,2,6,-2,3,435,436,-2,17,1,7,1,1
30010466,2,7,4,-2,436,720,1,-2,-2,-2,-2,284
30010466,2,8,-2,4,720,725,-2,1,14,7,1,5
30010466,2,9,5,-2,725,726,14,-2,-2,-2,-2,1
30010466,2,10,-2,5,726,730,-2,14,1,7,1,4
30010466,2,11,6,-2,730,1440,1,-2,-2,-2,-2,710
30011087,1,1,1,-2,0,470,1,-2,-2,-2,-2,470
30011087,1,2,-2,1,470,500,-2,1,16,1,1,30
30011087,1,3,2,-2,500,505,16,-2,-2,-2,-2,5
30011087,1,4,-2,2,505,540,-2,16,1,1,1,35
30011087,1,5,3,-2,540,875,1,-2,-2,-2,-2,335
30011087,1,6,-2,3,875,880,-2,1,1,1,1,5
30011087,1,7,4,-2,880,898,1,-2,-2,-2,-2,18
30011087,1,8,-2,4,898,914,-2,1,1,1,1,16
30011087,1,9,5,-2,914,1020,1,-2,-2,-2,-2,106
30011087,1,10,-2,5,1020,1041,-2,1,1,1,2,21
30011087,1,11,6,-2,1041,1045,1,-2,-2,-2,-2,4
30011087,1,12,-2,6,1045,1065,-2,1,1,1,1,20
30011087,1,13,7,-2,1065,1440,1,-2,-2,-2,-2,375
30011148,1,1,1,-2,0,454,1,-2,-2,-2,-2,454
30011148,1,2,-2,1,454,464,-2,1,3,3,1,10
30011148,1,3,2,-2,464,583,3,-2,-2,-2,-2,119
30011148,1,4,-2,2,583,594,-2,3,1,3,1,11
30011148,1,5,3,-2,594,1440,1,-2,-2,-2,-2,846
30011150,1,1,1,-2,0,690,17,-2,-2,-2,-2,690
30011150,1,2,-2,1,690,755,-2,17,17,3,4,65
30011150,1,3,2,-2,755,970,17,-2,-2,-2,-2,215
30011150,1,4,-2,2,970,985,-2,17,15,3,4,15
30011150,1,5,3,-2,985,1053,15,-2,-2,-2,-2,68
30011150,1,6,-2,3,1053,1108,-2,15,17,3,3,55
30011150,1,7,4,-2,1108,1440,17,-2,-2,-2,-2,332
30011415,1,1,1,-2,0,460,1,-2,-2,-2,-2,460
30011415,1,2,-2,1,460,480,-2,1,3,4,1,20
30011415,1,3,2,-2,480,1050,3,-2,-2,-2,-2,570
30011415,1,4,-2,2,1050,1070,-2,3,13,4,1,20
30011415,1,5,3,-2,1070,1080,13,-2,-2,-2,-2,10
30011415,1,6,-2,3,1080,1090,-2,13,1,4,1,10
30011415,1,7,4,-2,1090,1210,1,-2,-2,-2,-2,120
30011415,1,8,-2,4,1210,1255,-2,1,1,1,2,45
30011415,1,9,5,-2,1255,1440,1,-2,-2,-2,-2,185
30011415,2,1,1,-2,0,410,1,-2,-2,-2,-2,410
30011415,2,2,-2,1,410,430,-2,1,3,3,1,20
30011415,2,3,2,-2,430,1065,3,-2,-2,-2,-2,635
30011415,2,4,-2,2,1065,1080,-2,3,11,3,1,15
30011415,2,5,3,-2,1080,1110,11,-2,-2,-2,-2,30
30011415,2,6,-2,3,1110,1120,-2,11,1,3,1,10
30011415,2,7,4,-2,1120,1210,1,-2,-2,-2,-2,90
30011415,2,8,-2,4,1210,1255,-2,1,1,1,2,45
30011415,2,9,5,-2,1255,1440,1,-2,-2,-2,-2,185
30012442,1,1,1,-2,0,239,1,-2,-2,-2,-2,239
30012442,1,2,-2,1,239,780,-2,1,13,3,4,541
30012442,1,3,2,-2,780,870,13,-2,-2,-2,-2,90
30012442,1,4,-2,2,870,880,-2,13,1,3,4,10
30012442,1,5,3,-2,880,1440,1,-2,-2,-2,-2,560
30012606,1,1,1,-2,0,440,1,-2,-2,-2,-2,440
30012606,1,2,-2,1,440,445,-2,1,6,1,5,5
30012606,1,3,2,-2,445,450,6,-2,-2,-2,-2,5
30012606,1,4,-2,2,450,455,-2,6,1,1,2,5
30012606,1,5,3,-2,455,780,1,-2,-2,-2,-2,325
30012606,1,6,-2,3,780,810,-2,1,14,4,3,30
30012606,1,7,4,-2,810,815,14,-2,-2,-2,-2,5
30012606,1,8,-2,4,815,845,-2,14,11,4,3,30
30012606,1,9,5,-2,845,890,11,-2,-2,-2,-2,45
30012606,1,10,-2,5,890,910,-2,11,1,4,3,20
30012606,1,11,6,-2,910,915,1,-2,-2,-2,-2,5
30012606,1,12,-2,6,915,918,-2,1,6,1,2,3
30012606,1,13,7,-2,918,925,6,-2,-2,-2,-2,7
30012606,1,14,-2,7,925,930,-2,6,1,1,4,5
30012606,1,15,8,-2,930,1040,1,-2,-2,-2,-2,110
30012606,1,16,-2,8,1040,1045,-2,1,6,1,4,5
30012606,1,17,9,-2,1045,1055,6,-2,-2,-2,-2,10
30012606,1,18,-2,9,1055,1060,-2,6,1,1,5,5
30012606,1,19,10,-2,1060,1440,1,-2,-2,-2,-2,380
30012606,2,1,1,-2,0,780,1,-2,-2,-2,-2,780
30012606,2,2,-2,1,780,810,-2,1,14,4,3,30
30012606,2,3,2,-2,810,815,14,-2,-2,-2,-2,5
30012606,2,4,-2,2,815,845,-2,14,11,4,3,30
30012606,2,5,3,-2,845,890,11,-2,-2,-2,-2,45
30012606,2,6,-2,3,890,910,-2,11,1,4,3,20
30012606,2,7,4,-2,910,1440,1,-2,-2,-2,-2,530
30012606,3,1,1,-2,0,440,1,-2,-2,-2,-2,440
30012606,3,2,-2,1,440,445,-2,1,7,1,5,5
30012606,3,3,2,-2,445,449,7,-2,-2,-2,-2,4
30012606,3,4,-2,2,449,480,-2,7,8,10,3,31
30012606,3,5,3,-2,480,1020,8,-2,-2,-2,-2,540
30012606,3,6,-2,3,1020,1060,-2,8,1,10,1,40
30012606,3,7,4,-2,1060,1440,1,-2,-2,-2,-2,380
30012877,1,1,1,-2,0,385,1,-2,-2,-2,-2,385
30012877,1,2,-2,1,385,440,-2,1,3,16,1,55
30012877,1,3,2,-2,440,990,3,-2,-2,-2,-2,550
30012877,1,4,-2,2,990,1050,-2,3,1,3,2,60
30012877,1,5,3,-2,1050,1440,1,-2,-2,-2,-2,390
