hh_id,per_id,at_id,act_id,trip_id,BegTime,EndTime,ActType,O_pur,D_pur,Mode,Numontrp,AT_Dur
30177278,1,10,-2,5,703,769,-2,11,13,3,3,66
30177278,1,11,6,-2,769,830,13,-2,-2,-2,-2,61
30177278,1,12,-2,6,830,863,-2,13,6,3,1,33
30177278,1,13,7,-2,863,864,6,-2,-2,-2,-2,1
30177278,1,14,-2,7,864,870,-2,6,1,3,1,6
30177278,1,15,8,-2,870,1440,1,-2,-2,-2,-2,570
30177346,1,1,1,-2,0,470,1,-2,-2,-2,-2,470
30177346,1,2,-2,1,470,480,-2,1,8,3,1,10
30177346,1,3,2,-2,480,620,8,-2,-2,-2,-2,140
30177346,1,4,-2,2,620,632,-2,8,1,3,1,12
30177346,1,5,3,-2,632,770,1,-2,-2,-2,-2,138
30177346,1,6,-2,3,770,780,-2,1,8,3,1,10
30177346,1,7,4,-2,780,935,8,-2,-2,-2,-2,155
30177346,1,8,-2,4,935,945,-2,8,1,3,1,10
30177346,1,9,5,-2,945,975,1,-2,-2,-2,-2,30
30177346,1,10,-2,5,975,990,-2,1,11,3,2,15
30177346,1,11,6,-2,990,1068,11,-2,-2,-2,-2,78
30177346,1,12,-2,6,1068,1083,-2,11,1,3,2,15
30177346,1,13,7,-2,1083,1440,1,-2,-2,-2,-2,357
30177346,2,1,1,-2,0,975,1,-2,-2,-2,-2,975
30177346,2,2,-2,1,975,990,-2,1,11,3,2,15
30177346,2,3,2,-2,990,1068,11,-2,-2,-2,-2,78
30177346,2,4,-2,2,1068,1083,-2,11,1,3,2,15
30177346,2,5,3,-2,1083,1440,1,-2,-2,-2,-2,357
30177359,1,1,1,-2,0,435,1,-2,-2,-2,-2,435
30177359,1,2,-2,1,435,465,-2,1,18,3,2,30
30177359,1,3,2,-2,465,570,18,-2,-2,-2,-2,105
30177359,1,4,-2,2,570,590,-2,18,1,3,2,20
30177359,1,5,3,-2,590,662,1,-2,-2,-2,-2,72
30177359,1,6,-2,3,662,670,-2,1,11,3,2,8
30177359,1,7,4,-2,670,680,11,-2,-2,-2,-2,10
30177359,1,8,-2,4,680,690,-2,11,1,3,2,10
30177359,1,9,5,-2,690,840,1,-2,-2,-2,-2,150
30177359,1,10,-2,5,840,860,-2,1,12,3,1,20
30177359,1,11,6,-2,860,982,12,-2,-2,-2,-2,122
30177359,1,12,-2,6,982,992,-2,12,1,3,1,10
30177359,1,13,7,-2,992,1440,1,-2,-2,-2,-2,448
30177359,2,1,1,-2,0,435,1,-2,-2,-2,-2,435
30177359,2,2,-2,1,435,465,-2,1,18,3,2,30
30177359,2,3,2,-2,465,570,18,-2,-2,-2,-2,105
30177359,2,4,-2,2,570,590,-2,18,1,3,2,20
30177359,2,5,3,-2,590,660,1,-2,-2,-2,-2,70
30177359,2,6,-2,3,660,670,-2,1,11,3,2,10
30177359,2,7,4,-2,670,680,11,-2,-2,-2,-2,10
30177359,2,8,-2,4,680,690,-2,11,1,3,2,10
30177359,2,9,5,-2,690,1440,1,-2,-2,-2,-2,750
30177364,3,1,1,-2,0,330,1,-2,-2,-2,-2,330
30177364,3,2,-2,1,330,345,-2,1,3,6,1,15
30177364,3,3,2,-2,345,890,3,-2,-2,-2,-2,545
30177364,3,4,-2,2,890,905,-2,3,1,6,1,15
30177364,3,5,3,-2,905,1440,1,-2,-2,-2,-2,535
30177364,4,1,1,-2,0,750,1,-2,-2,-2,-2,750
30177364,4,2,-2,1,750,755,-2,1,15,2,1,5
30177364,4,3,2,-2,755,795,15,-2,-2,-2,-2,40
30177364,4,4,-2,2,795,800,-2,15,14,2,1,5
30177364,4,5,3,-2,800,802,14,-2,-2,-2,-2,2
30177364,4,6,-2,3,802,810,-2,14,1,2,1,8
30177364,4,7,4,-2,810,1440,1,-2,-2,-2,-2,630
30177424,1,1,1,-2,0,650,1,-2,-2,-2,-2,650
30177424,1,2,-2,1,650,660,-2,1,3,1,1,10
30177424,1,3,2,-2,660,1200,3,-2,-2,-2,-2,540
30177424,1,4,-2,2,1200,1210,-2,3,1,1,1,10
30177424,1,5,3,-2,1210,1440,1,-2,-2,-2,-2,230
30177510,1,1,1,-2,0,690,1,-2,-2,-2,-2,690
30177510,1,2,-2,1,690,696,-2,1,3,8,1,6
30177510,1,3,2,-2,696,1020,3,-2,-2,-2,-2,324
30177510,1,4,-2,2,1020,1026,-2,3,1,8,1,6
30177510,1,5,3,-2,1026,1440,1,-2,-2,-2,-2,414
30177510,2,1,1,-2,0,825,1,-2,-2,-2,-2,825
30177510,2,2,-2,1,825,840,-2,1,18,8,1,15
30177510,2,3,2,-2,840,890,18,-2,-2,-2,-2,50
30177510,2,4,-2,2,890,915,-2,18,11,8,1,25
30177510,2,5,3,-2,915,920,11,-2,-2,-2,-2,5
30177510,2,6,-2,3,920,930,-2,11,1,8,1,10
30177510,2,7,4,-2,930,1440,1,-2,-2,-2,-2,510
30177510,3,1,1,-2,0,930,1,-2,-2,-2,-2,930
30177510,3,2,-2,1,930,975,-2,1,13,11,2,45
30177510,3,3,2,-2,975,1035,13,-2,-2,-2,-2,60
30177510,3,4,-2,2,1035,1040,-2,13,11,1,2,5
30177510,3,5,3,-2,1040,1065,11,-2,-2,-2,-2,25
30177510,3,6,-2,3,1065,1110,-2,11,1,11,2,45
30177510,3,7,4,-2,1110,1440,1,-2,-2,-2,-2,330
30177510,4,1,1,-2,0,930,1,-2,-2,-2,-2,930
30177510,4,2,-2,1,930,975,-2,1,13,11,2,45
30177510,4,3,2,-2,975,1035,13,-2,-2,-2,-2,60
30177510,4,4,-2,2,1035,1040,-2,13,11,1,2,5
30177510,4,5,3,-2,1040,1065,11,-2,-2,-2,-2,25
30177510,4,6,-2,3,1065,1110,-2,11,1,11,2,45
30177510,4,7,4,-2,1110,1440,1,-2,-2,-2,-2,330
30177914,1,1,1,-2,0,900,1,-2,-2,-2,-2,900
30177914,1,2,-2,1,900,910,-2,1,11,3,1,10
30177914,1,3,2,-2,910,930,11,-2,-2,-2,-2,20
30177914,1,4,-2,2,930,940,-2,11,1,3,1,10
30177914,1,5,3,-2,940,1440,1,-2,-2,-2,-2,500
30177918,1,1,1,-2,0,375,2,-2,-2,-2,-2,375
30177918,1,2,-2,1,375,390,-2,2,3,4,1,15
30177918,1,3,2,-2,390,450,3,-2,-2,-2,-2,60
30177918,1,4,-2,2,450,465,-2,3,2,4,1,15
30177918,1,5,3,-2,465,900,2,-2,-2,-2,-2,435
30177918,1,6,-2,3,900,910,-2,2,16,4,1,10
30177918,1,7,4,-2,910,975,16,-2,-2,-2,-2,65
30177918,1,8,-2,4,975,990,-2,16,1,4,1,15
30177918,1,9,5,-2,990,1440,1,-2,-2,-2,-2,450
30177918,2,1,1,-2,0,345,1,-2,-2,-2,-2,345
30177918,2,2,-2,1,345,354,-2,1,16,1,1,9
30177918,2,3,2,-2,354,375,16,-2,-2,-2,-2,21
30177918,2,4,-2,2,375,385,-2,16,1,1,1,10
30177918,2,5,3,-2,385,915,1,-2,-2,-2,-2,530
30177918,2,6,-2,3,915,925,-2,1,11,3,1,10
30177918,2,7,4,-2,925,933,11,-2,-2,-2,-2,8
30177918,2,8,-2,4,933,942,-2,11,1,3,1,9
30177918,2,9,5,-2,942,1440,1,-2,-2,-2,-2,498
30178900,1,1,1,-2,0,450,1,-2,-2,-2,-2,450
30178900,1,2,-2,1,450,470,-2,1,4,3,2,20
30178900,1,3,2,-2,470,645,4,-2,-2,-2,-2,175
30178900,1,4,-2,2,645,690,-2,4,1,3,2,45
30178900,1,5,3,-2,690,1440,1,-2,-2,-2,-2,750
30179723,1,1,1,-2,0,510,1,-2,-2,-2,-2,510
30179723,1,2,-2,1,510,540,-2,1,18,3,1,30
30179723,1,3,2,-2,540,1320,18,-2,-2,-2,-2,780
30179723,1,4,-2,2,1320,1350,-2,18,1,3,1,30
30179723,1,5,3,-2,1350,1440,1,-2,-2,-2,-2,90
30180167,2,1,1,-2,0,630,1,-2,-2,-2,-2,630
30180167,2,2,-2,1,630,650,-2,1,11,4,1,20
30180167,2,3,2,-2,650,690,11,-2,-2,-2,-2,40
30180167,2,4,-2,2,690,710,-2,11,1,4,1,20
30180167,2,5,3,-2,710,830,1,-2,-2,-2,-2,120
30180167,2,6,-2,3,830,840,-2,1,11,4,1,10
30180167,2,7,4,-2,840,855,11,-2,-2,-2,-2,15
30180167,2,8,-2,4,855,865,-2,11,11,4,1,10
30180167,2,9,5,-2,865,875,11,-2,-2,-2,-2,10
30180167,2,10,-2,5,875,880,-2,11,1,4,1,5
30180167,2,11,6,-2,880,945,1,-2,-2,-2,-2,65
30180167,2,12,-2,6,945,955,-2,1,19,4,1,10
30180167,2,13,7,-2,955,1020,19,-2,-2,-2,-2,65
30180167,2,14,-2,7,1020,1030,-2,19,6,4,1,10
30180167,2,15,8,-2,1030,1040,6,-2,-2,-2,-2,10
30180167,2,16,-2,8,1040,1050,-2,6,1,4,1,10
30180167,2,17,9,-2,1050,1440,1,-2,-2,-2,-2,390
30180909,1,1,1,-2,0,340,3,-2,-2,-2,-2,340
30180909,1,2,-2,1,340,350,-2,3,3,4,1,10
30180909,1,3,2,-2,350,1090,3,-2,-2,-2,-2,740
30180909,1,4,-2,2,1090,1100,-2,3,1,4,1,10
30180909,1,5,3,-2,1100,1440,1,-2,-2,-2,-2,340
30181094,1,1,1,-2,0,670,1,-2,-2,-2,-2,670
30181094,1,2,-2,1,670,696,-2,1,13,3,3,26
30181094,1,3,2,-2,696,750,13,-2,-2,-2,-2,54
30181094,1,4,-2,2,750,765,-2,13,11,3,3,15
30181094,1,5,3,-2,765,780,11,-2,-2,-2,-2,15
30181094,1,6,-2,3,780,805,-2,11,11,3,3,25
30181094,1,7,4,-2,805,820,11,-2,-2,-2,-2,15
30181094,1,8,-2,4,820,830,-2,11,1,3,3,10
30181094,1,9,5,-2,830,1140,1,-2,-2,-2,-2,310
30181094,1,10,-2,5,1140,1155,-2,1,13,3,4,15
30181094,1,11,6,-2,1155,1196,13,-2,-2,-2,-2,41
30181094,1,12,-2,6,1196,1220,-2,13,1,3,4,24
30181094,1,13,7,-2,1220,1440,1,-2,-2,-2,-2,220
30181094,2,1,1,-2,0,675,1,-2,-2,-2,-2,675
30181094,2,2,-2,1,675,696,-2,1,13,3,3,21
30181094,2,3,2,-2,696,750,13,-2,-2,-2,-2,54
30181094,2,4,-2,2,750,765,-2,13,11,3,3,15
30181094,2,5,3,-2,765,780,11,-2,-2,-2,-2,15
30181094,2,6,-2,3,780,805,-2,11,11,3,3,25
30181094,2,7,4,-2,805,820,11,-2,-2,-2,-2,15
30181094,2,8,-2,4,820,830,-2,11,1,3,3,10
30181094,2,9,5,-2,830,1140,1,-2,-2,-2,-2,310
30181094,2,10,-2,5,1140,1155,-2,1,13,3,4,15
30181094,2,11,6,-2,1155,1196,13,-2,-2,-2,-2,41
30181094,2,12,-2,6,1196,1220,-2,13,1,3,4,24
30181094,2,13,7,-2,1220,1440,1,-2,-2,-2,-2,220
30181094,3,1,1,-2,0,670,1,-2,-2,-2,-2,670
30181094,3,2,-2,1,670,675,-2,1,14,4,1,5
30181094,3,3,2,-2,675,680,14,-2,-2,-2,-2,5
30181094,3,4,-2,2,680,696,-2,14,1,3,3,16
30181094,3,5,3,-2,696,750,1,-2,-2,-2,-2,54
30181094,3,6,-2,3,750,765,-2,1,11,3,3,15
30181094,3,7,4,-2,765,780,11,-2,-2,-2,-2,15
30181094,3,8,-2,4,780,805,-2,11,11,3,3,25
30181094,3,9,5,-2,805,820,11,-2,-2,-2,-2,15
30181094,3,10,-2,5,820,830,-2,11,1,3,3,10
30181094,3,11,6,-2,830,1140,1,-2,-2,-2,-2,310
30181094,3,12,-2,6,1140,1155,-2,1,13,3,4,15
30181094,3,13,7,-2,1155,1196,13,-2,-2,-2,-2,41
30181094,3,14,-2,7,1196,1220,-2,13,1,3,4,24
30181094,3,15,8,-2,1220,1440,1,-2,-2,-2,-2,220
30181094,4,1,1,-2,0,1140,1,-2,-2,-2,-2,1140
30181094,4,2,-2,1,1140,1155,-2,1,13,3,4,15
30181094,4,3,2,-2,1155,1196,13,-2,-2,-2,-2,41
30181094,4,4,-2,2,1196,1220,-2,13,1,3,4,24
30181094,4,5,3,-2,1220,1440,1,-2,-2,-2,-2,220
30181734,1,1,1,-2,0,710,2,-2,-2,-2,-2,710
30181734,1,2,-2,1,710,740,-2,2,14,4,1,30
30181734,1,3,2,-2,740,810,14,-2,-2,-2,-2,70
30181734,1,4,-2,2,810,840,-2,14,11,4,1,30
30181734,1,5,3,-2,840,860,11,-2,-2,-2,-2,20
30181734,1,6,-2,3,860,870,-2,11,11,4,1,10
30181734,1,7,4,-2,870,900,11,-2,-2,-2,-2,30
30181734,1,8,-2,4,900,930,-2,11,11,4,1,30
30181734,1,9,5,-2,930,960,11,-2,-2,-2,-2,30
30181734,1,10,-2,5,960,990,-2,11,1,4,1,30
30181734,1,11,6,-2,990,1440,1,-2,-2,-2,-2,450
30181734,2,1,1,-2,0,645,1,-2,-2,-2,-2,645
30181734,2,2,-2,1,645,660,-2,1,1,4,1,15
30181734,2,3,2,-2,660,780,1,-2,-2,-2,-2,120
30181734,2,4,-2,2,780,785,-2,1,11,4,1,5
30181734,2,5,3,-2,785,840,11,-2,-2,-2,-2,55
30181734,2,6,-2,3,840,870,-2,11,1,4,1,30
30181734,2,7,4,-2,870,1440,1,-2,-2,-2,-2,570
30182026,1,1,1,-2,0,370,1,-2,-2,-2,-2,370
30182026,1,2,-2,1,370,405,-2,1,1,1,1,35
30182026,1,3,2,-2,405,450,1,-2,-2,-2,-2,45
30182026,1,4,-2,2,450,480,-2,1,3,3,1,30
30182026,1,5,3,-2,480,660,3,-2,-2,-2,-2,180
30182026,1,6,-2,3,660,680,-2,3,11,3,1,20
30182026,1,7,4,-2,680,720,11,-2,-2,-2,-2,40
30182026,1,8,-2,4,720,730,-2,11,1,3,1,10
30182026,1,9,5,-2,730,900,1,-2,-2,-2,-2,170
30182026,1,10,-2,5,900,920,-2,1,14,3,2,20
30182026,1,11,6,-2,920,960,14,-2,-2,-2,-2,40
30182026,1,12,-2,6,960,975,-2,14,16,3,2,15
30182026,1,13,7,-2,975,1050,16,-2,-2,-2,-2,75
30182026,1,14,-2,7,1050,1058,-2,16,1,3,2,8
30182026,1,15,8,-2,1058,1440,1,-2,-2,-2,-2,382
30182026,2,1,1,-2,0,900,1,-2,-2,-2,-2,900
30182026,2,2,-2,1,900,920,-2,1,14,3,2,20
30182026,2,3,2,-2,920,960,14,-2,-2,-2,-2,40
30182026,2,4,-2,2,960,975,-2,14,16,3,2,15
30182026,2,5,3,-2,975,1050,16,-2,-2,-2,-2,75
30182026,2,6,-2,3,1050,1058,-2,16,1,3,2,8
30182026,2,7,4,-2,1058,1440,1,-2,-2,-2,-2,382
30182106,1,1,1,-2,0,1020,1,-2,-2,-2,-2,1020
30182106,1,2,-2,1,1020,1030,-2,1,11,5,2,10
30182106,1,3,2,-2,1030,1140,11,-2,-2,-2,-2,110
30182106,1,4,-2,2,1140,1155,-2,11,1,5,2,15
30182106,1,5,3,-2,1155,1440,1,-2,-2,-2,-2,285
30182106,2,1,1,-2,0,1020,1,-2,-2,-2,-2,1020
30182106,2,2,-2,1,1020,1030,-2,1,11,5,2,10
30182106,2,3,2,-2,1030,1140,11,-2,-2,-2,-2,110
30182106,2,4,-2,2,1140,1155,-2,11,1,5,2,15
30182106,2,5,3,-2,1155,1440,1,-2,-2,-2,-2,285
30182204,1,1,1,-2,0,540,1,-2,-2,-2,-2,540
30182204,1,2,-2,1,540,550,-2,1,19,5,1,10
30182204,1,3,2,-2,550,630,19,-2,-2,-2,-2,80
30182204,1,4,-2,2,630,660,-2,19,11,5,1,30
30182204,1,5,3,-2,660,780,11,-2,-2,-2,-2,120
30182204,1,6,-2,3,780,785,-2,11,13,5,1,5
30182204,1,7,4,-2,785,790,13,-2,-2,-2,-2,5
30182204,1,8,-2,4,790,795,-2,13,11,5,1,5
30182204,1,9,5,-2,795,840,11,-2,-2,-2,-2,45
30182204,1,10,-2,5,840,860,-2,11,11,5,1,20
30182204,1,11,6,-2,860,885,11,-2,-2,-2,-2,25
30182204,1,12,-2,6,885,900,-2,11,1,5,1,15
30182204,1,13,7,-2,900,1440,1,-2,-2,-2,-2,540
30182217,1,1,1,-2,0,390,1,-2,-2,-2,-2,390
30182217,1,2,-2,1,390,470,-2,1,18,5,3,80
30182217,1,3,2,-2,470,590,18,-2,-2,-2,-2,120
30182217,1,4,-2,2,590,613,-2,18,97,5,3,23
30182217,1,5,3,-2,613,735,97,-2,-2,-2,-2,122
30182217,1,6,-2,3,735,750,-2,97,18,5,3,15
30182217,1,7,4,-2,750,936,18,-2,-2,-2,-2,186
30182217,1,8,-2,4,936,960,-2,18,11,5,3,24
30182217,1,9,5,-2,960,1005,11,-2,-2,-2,-2,45
30182217,1,10,-2,5,1005,1140,-2,11,1,5,3,135
30182217,1,11,6,-2,1140,1440,1,-2,-2,-2,-2,300
30182217,2,1,1,-2,0,390,1,-2,-2,-2,-2,390
30182217,2,2,-2,1,390,470,-2,1,6,5,3,80
30182217,2,3,2,-2,470,471,6,-2,-2,-2,-2,1
30182217,2,4,-2,2,471,490,-2,6,11,5,2,19
30182217,2,5,3,-2,490,500,11,-2,-2,-2,-2,10
30182217,2,6,-2,3,500,505,-2,11,11,5,2,5
30182217,2,7,4,-2,505,570,11,-2,-2,-2,-2,65
30182217,2,8,-2,4,570,590,-2,11,6,5,2,20
30182217,2,9,5,-2,590,591,6,-2,-2,-2,-2,1
30182217,2,10,-2,5,591,613,-2,6,18,5,3,22
30182217,2,11,6,-2,613,750,18,-2,-2,-2,-2,137
30182217,2,12,-2,6,750,765,-2,18,6,5,3,15
30182217,2,13,7,-2,765,766,6,-2,-2,-2,-2,1
30182217,2,14,-2,7,766,788,-2,6,11,5,2,22
30182217,2,15,8,-2,788,900,11,-2,-2,-2,-2,112
30182217,2,16,-2,8,900,936,-2,11,6,5,2,36
30182217,2,17,9,-2,936,937,6,-2,-2,-2,-2,1
30182217,2,18,-2,9,937,960,-2,6,11,5,3,23
30182217,2,19,10,-2,960,1035,11,-2,-2,-2,-2,75
30182217,2,20,-2,10,1035,1120,-2,11,6,5,3,85
30182217,2,21,11,-2,1120,1125,6,-2,-2,-2,-2,5
30182217,2,22,-2,11,1125,1130,-2,6,14,5,2,5
30182217,2,23,12,-2,1130,1132,14,-2,-2,-2,-2,2
30182217,2,24,-2,12,1132,1135,-2,14,14,5,2,3
30182217,2,25,13,-2,1135,1137,14,-2,-2,-2,-2,2
30182217,2,26,-2,13,1137,1140,-2,14,1,5,3,3
30182217,2,27,14,-2,1140,1440,1,-2,-2,-2,-2,300
30182256,1,1,1,-2,0,570,1,-2,-2,-2,-2,570
30182256,1,2,-2,1,570,705,-2,1,14,6,2,135
30182256,1,3,2,-2,705,735,14,-2,-2,-2,-2,30
30182256,1,4,-2,2,735,750,-2,14,11,6,2,15
30182256,1,5,3,-2,750,880,11,-2,-2,-2,-2,130
30182256,1,6,-2,3,880,900,-2,11,11,6,2,20
30182256,1,7,4,-2,900,920,11,-2,-2,-2,-2,20
30182256,1,8,-2,4,920,1110,-2,11,1,6,2,190
30182256,1,9,5,-2,1110,1440,1,-2,-2,-2,-2,330
30182754,2,1,1,-2,0,490,6,-2,-2,-2,-2,490
30182754,2,2,-2,1,490,501,-2,6,8,3,3,11
30182754,2,3,2,-2,501,510,8,-2,-2,-2,-2,9
30182754,2,4,-2,2,510,516,-2,8,11,3,2,6
30182754,2,5,3,-2,516,550,11,-2,-2,-2,-2,34
30182754,2,6,-2,3,550,567,-2,11,1,3,2,17
30182754,2,7,4,-2,567,863,1,-2,-2,-2,-2,296
30182754,2,8,-2,4,863,872,-2,1,6,3,2,9
30182754,2,9,5,-2,872,888,6,-2,-2,-2,-2,16
30182754,2,10,-2,5,888,896,-2,6,11,3,3,8
30182754,2,11,6,-2,896,931,11,-2,-2,-2,-2,35
30182754,2,12,-2,6,931,942,-2,11,1,3,3,11
30182754,2,13,7,-2,942,1440,1,-2,-2,-2,-2,498
30182754,3,1,1,-2,0,490,1,-2,-2,-2,-2,490
30182754,3,2,-2,1,490,501,-2,1,8,3,3,11
30182754,3,3,2,-2,501,888,8,-2,-2,-2,-2,387
30182754,3,4,-2,2,888,896,-2,8,11,3,3,8
30182754,3,5,3,-2,896,931,11,-2,-2,-2,-2,35
30182754,3,6,-2,3,931,942,-2,11,1,3,3,11
30182754,3,7,4,-2,942,1440,1,-2,-2,-2,-2,498
30182929,1,1,1,-2,0,495,1,-2,-2,-2,-2,495
30182929,1,2,-2,1,495,510,-2,1,13,3,1,15
30182929,1,3,2,-2,510,540,13,-2,-2,-2,-2,30
30182929,1,4,-2,2,540,555,-2,13,1,3,1,15
30182929,1,5,3,-2,555,975,1,-2,-2,-2,-2,420
30182929,1,6,-2,3,975,990,-2,1,13,3,1,15
30182929,1,7,4,-2,990,1035,13,-2,-2,-2,-2,45
30182929,1,8,-2,4,1035,1055,-2,13,1,3,1,20
30182929,1,9,5,-2,1055,1440,1,-2,-2,-2,-2,385
30182988,1,1,1,-2,0,490,1,-2,-2,-2,-2,490
30182988,1,2,-2,1,490,495,-2,1,6,6,3,5
30182988,1,3,2,-2,495,496,6,-2,-2,-2,-2,1
30182988,1,4,-2,2,496,504,-2,6,6,6,2,8
30182988,1,5,3,-2,504,515,6,-2,-2,-2,-2,11
30182988,1,6,-2,3,515,520,-2,6,13,6,1,5
30182988,1,7,4,-2,520,530,13,-2,-2,-2,-2,10
30182988,1,8,-2,4,530,535,-2,13,1,6,1,5
30182988,1,9,5,-2,535,625,1,-2,-2,-2,-2,90
30182988,1,10,-2,5,625,635,-2,1,3,6,1,10
30182988,1,11,6,-2,635,660,3,-2,-2,-2,-2,25
30182988,1,12,-2,6,660,675,-2,3,13,6,3,15
30182988,1,13,7,-2,675,740,13,-2,-2,-2,-2,65
30182988,1,14,-2,7,740,750,-2,13,3,6,3,10
30182988,1,15,8,-2,750,1200,3,-2,-2,-2,-2,450
30182988,1,16,-2,8,1200,1215,-2,3,1,6,1,15
30182988,1,17,9,-2,1215,1440,1,-2,-2,-2,-2,225
30182988,2,1,1,-2,0,360,1,-2,-2,-2,-2,360
30182988,2,2,-2,1,360,370,-2,1,13,3,1,10
30182988,2,3,2,-2,370,380,13,-2,-2,-2,-2,10
30182988,2,4,-2,2,380,385,-2,13,3,3,1,5
30182988,2,5,3,-2,385,705,3,-2,-2,-2,-2,320
30182988,2,6,-2,3,705,710,-2,3,18,3,1,5
30182988,2,7,4,-2,710,780,18,-2,-2,-2,-2,70
30182988,2,8,-2,4,780,785,-2,18,3,3,1,5
30182988,2,9,5,-2,785,900,3,-2,-2,-2,-2,115
30182988,2,10,-2,5,900,910,-2,3,6,3,1,10
30182988,2,11,6,-2,910,920,6,-2,-2,-2,-2,10
30182988,2,12,-2,6,920,930,-2,6,6,3,2,10
30182988,2,13,7,-2,930,935,6,-2,-2,-2,-2,5
30182988,2,14,-2,7,935,940,-2,6,1,3,3,5
30182988,2,15,8,-2,940,1440,1,-2,-2,-2,-2,500
30182988,3,1,1,-2,0,490,1,-2,-2,-2,-2,490
30182988,3,2,-2,1,490,495,-2,1,8,6,3,5
30182988,3,3,2,-2,495,935,8,-2,-2,-2,-2,440
30182988,3,4,-2,2,935,940,-2,8,1,3,3,5
30182988,3,5,3,-2,940,1440,1,-2,-2,-2,-2,500
30183334,1,1,1,-2,0,435,1,-2,-2,-2,-2,435
30183334,1,2,-2,1,435,450,-2,1,3,3,1,15
30183334,1,3,2,-2,450,780,3,-2,-2,-2,-2,330
30183334,1,4,-2,2,780,790,-2,3,1,3,1,10
30183334,1,5,3,-2,790,910,1,-2,-2,-2,-2,120
30183334,1,6,-2,3,910,920,-2,1,4,3,1,10
30183334,1,7,4,-2,920,1005,4,-2,-2,-2,-2,85
30183334,1,8,-2,4,1005,1020,-2,4,1,3,1,15
30183334,1,9,5,-2,1020,1440,1,-2,-2,-2,-2,420
30183334,2,1,1,-2,0,500,1,-2,-2,-2,-2,500
30183334,2,2,-2,1,500,530,-2,1,8,2,1,30
30183334,2,3,2,-2,530,930,8,-2,-2,-2,-2,400
30183334,2,4,-2,2,930,970,-2,8,1,2,1,40
30183334,2,5,3,-2,970,1020,1,-2,-2,-2,-2,50
30183334,2,6,-2,3,1020,1040,-2,1,16,2,1,20
30183334,2,7,4,-2,1040,1140,16,-2,-2,-2,-2,100
30183334,2,8,-2,4,1140,1170,-2,16,1,2,1,30
30183334,2,9,5,-2,1170,1440,1,-2,-2,-2,-2,270
30183334,3,1,1,-2,0,660,17,-2,-2,-2,-2,660
30183334,3,2,-2,1,660,735,-2,17,15,3,1,75
30183334,3,3,2,-2,735,950,15,-2,-2,-2,-2,215
30183334,3,4,-2,2,950,1050,-2,15,17,3,1,100
30183334,3,5,3,-2,1050,1440,17,-2,-2,-2,-2,390
30183540,1,1,1,-2,0,975,5,-2,-2,-2,-2,975
30183540,1,2,-2,1,975,995,-2,5,11,3,1,20
30183540,1,3,2,-2,995,1015,11,-2,-2,-2,-2,20
30183540,1,4,-2,2,1015,1035,-2,11,1,3,1,20
30183540,1,5,3,-2,1035,1440,1,-2,-2,-2,-2,405
30183540,2,1,1,-2,0,405,1,-2,-2,-2,-2,405
30183540,2,2,-2,1,405,410,-2,1,19,3,1,5
30183540,2,3,2,-2,410,575,19,-2,-2,-2,-2,165
30183540,2,4,-2,2,575,580,-2,19,5,3,1,5
30183540,2,5,3,-2,580,855,5,-2,-2,-2,-2,275
30183540,2,6,-2,3,855,865,-2,5,1,3,1,10
30183540,2,7,4,-2,865,910,1,-2,-2,-2,-2,45
30183540,2,8,-2,4,910,920,-2,1,5,3,1,10
30183540,2,9,5,-2,920,1020,5,-2,-2,-2,-2,100
30183540,2,10,-2,5,1020,1030,-2,5,1,3,1,10
30183540,2,11,6,-2,1030,1440,1,-2,-2,-2,-2,410
30186019,2,1,1,-2,0,810,1,-2,-2,-2,-2,810
30186019,2,2,-2,1,810,840,-2,1,18,5,1,30
30186019,2,3,2,-2,840,960,18,-2,-2,-2,-2,120
30186019,2,4,-2,2,960,990,-2,18,1,5,1,30
30186019,2,5,3,-2,990,1440,1,-2,-2,-2,-2,450
30186094,1,1,1,-2,0,580,1,-2,-2,-2,-2,580
30186094,1,2,-2,1,580,600,-2,1,16,3,1,20
30186094,1,3,2,-2,600,665,16,-2,-2,-2,-2,65
30186094,1,4,-2,2,665,670,-2,16,11,3,1,5
30186094,1,5,3,-2,670,680,11,-2,-2,-2,-2,10
30186094,1,6,-2,3,680,695,-2,11,1,3,1,15
30186094,1,7,4,-2,695,700,1,-2,-2,-2,-2,5
30186094,1,8,-2,4,700,720,-2,1,18,1,1,20
30186094,1,9,5,-2,720,805,18,-2,-2,-2,-2,85
30186094,1,10,-2,5,805,820,-2,18,1,1,1,15
30186094,1,11,6,-2,820,870,1,-2,-2,-2,-2,50
30186094,1,12,-2,6,870,880,-2,1,13,3,1,10
30186094,1,13,7,-2,880,945,13,-2,-2,-2,-2,65
30186094,1,14,-2,7,945,950,-2,13,17,3,1,5
30186094,1,15,8,-2,950,1030,17,-2,-2,-2,-2,80
30186094,1,16,-2,8,1030,1050,-2,17,11,3,1,20
30186094,1,17,9,-2,1050,1100,11,-2,-2,-2,-2,50
30186094,1,18,-2,9,1100,1120,-2,11,1,3,1,20
30186094,1,19,10,-2,1120,1440,1,-2,-2,-2,-2,320
30186094,2,1,1,-2,0,540,1,-2,-2,-2,-2,540
30186094,2,2,-2,1,540,550,-2,1,13,3,1,10
30186094,2,3,2,-2,550,630,13,-2,-2,-2,-2,80
30186094,2,4,-2,2,630,640,-2,13,1,3,1,10
