,hh_id,per_id,at_id,act_id,trip_id,BegTime,EndTime,ActType,O_pur,D_pur,Mode,Numontrp,AT_Dur,new_id
2057,30053918,2,1,1,-2,0,535,1,-2,-2,-2,-2,535,186
2058,30053918,2,2,-2,1,535,540,-2,1,3,1,2,5,186
2059,30053918,2,3,2,-2,540,1140,3,-2,-2,-2,-2,600,186
2060,30053918,2,4,-2,2,1140,1145,-2,3,1,1,2,5,186
2061,30053918,2,5,3,-2,1145,1440,1,-2,-2,-2,-2,295,186
2062,30054537,1,1,1,-2,0,450,1,-2,-2,-2,-2,450,187
2063,30054537,1,2,-2,1,450,455,-2,1,1,1,3,5,187
2064,30054537,1,3,2,-2,455,481,1,-2,-2,-2,-2,26,187
2065,30054537,1,4,-2,2,481,540,-2,1,1,1,1,59,187
2066,30054537,1,5,3,-2,540,550,1,-2,-2,-2,-2,10,187
2067,30054537,1,6,-2,3,550,630,-2,1,12,3,4,80,187
2068,30054537,1,7,4,-2,630,660,12,-2,-2,-2,-2,30,187
2069,30054537,1,8,-2,4,660,754,-2,12,1,3,4,94,187
2070,30054537,1,9,5,-2,754,1440,1,-2,-2,-2,-2,686,187
2071,30054537,2,1,1,-2,0,525,1,-2,-2,-2,-2,525,188
2072,30054537,2,2,-2,1,525,529,-2,1,1,1,1,4,188
2073,30054537,2,3,2,-2,529,540,1,-2,-2,-2,-2,11,188
2074,30054537,2,4,-2,2,540,620,-2,1,12,3,4,80,188
2075,30054537,2,5,3,-2,620,660,12,-2,-2,-2,-2,40,188
2076,30054537,2,6,-2,3,660,754,-2,12,1,3,4,94,188
2077,30054537,2,7,4,-2,754,1440,1,-2,-2,-2,-2,686,188
2078,30054629,1,1,1,-2,0,540,1,-2,-2,-2,-2,540,189
2079,30054629,1,2,-2,1,540,552,-2,1,12,3,1,12,189
2080,30054629,1,3,2,-2,552,570,12,-2,-2,-2,-2,18,189
2081,30054629,1,4,-2,2,570,575,-2,12,6,3,1,5,189
2082,30054629,1,5,3,-2,575,576,6,-2,-2,-2,-2,1,189
2083,30054629,1,6,-2,3,576,630,-2,6,13,3,2,54,189
2084,30054629,1,7,4,-2,630,636,13,-2,-2,-2,-2,6,189
2085,30054629,1,8,-2,4,636,705,-2,13,11,3,2,69,189
2086,30054629,1,9,5,-2,705,715,11,-2,-2,-2,-2,10,189
2087,30054629,1,10,-2,5,715,795,-2,11,1,3,2,80,189
2088,30054629,1,11,6,-2,795,840,1,-2,-2,-2,-2,45,189
2089,30054629,1,12,-2,6,840,895,-2,1,18,3,2,55,189
2090,30054629,1,13,7,-2,895,960,18,-2,-2,-2,-2,65,189
2091,30054629,1,14,-2,7,960,1010,-2,18,1,3,2,50,189
2092,30054629,1,15,8,-2,1010,1065,1,-2,-2,-2,-2,55,189
2093,30054629,1,16,-2,8,1065,1140,-2,1,11,3,2,75,189
2094,30054629,1,17,9,-2,1140,1148,11,-2,-2,-2,-2,8,189
2095,30054629,1,18,-2,9,1148,1240,-2,11,1,3,2,92,189
2096,30054629,1,19,10,-2,1240,1440,1,-2,-2,-2,-2,200,189
2097,30054629,2,1,1,-2,0,570,1,-2,-2,-2,-2,570,190
2098,30054629,2,2,-2,1,570,630,-2,1,13,3,2,60,190
2099,30054629,2,3,2,-2,630,636,13,-2,-2,-2,-2,6,190
2100,30054629,2,4,-2,2,636,705,-2,13,11,3,2,69,190
2101,30054629,2,5,3,-2,705,716,11,-2,-2,-2,-2,11,190
2102,30054629,2,6,-2,3,716,795,-2,11,1,3,2,79,190
2103,30054629,2,7,4,-2,795,840,1,-2,-2,-2,-2,45,190
2104,30054629,2,8,-2,4,840,895,-2,1,18,3,2,55,190
2105,30054629,2,9,5,-2,895,960,18,-2,-2,-2,-2,65,190
2106,30054629,2,10,-2,5,960,1010,-2,18,1,3,2,50,190
2107,30054629,2,11,6,-2,1010,1080,1,-2,-2,-2,-2,70,190
2108,30054629,2,12,-2,6,1080,1140,-2,1,11,3,2,60,190
2109,30054629,2,13,7,-2,1140,1148,11,-2,-2,-2,-2,8,190
2110,30054629,2,14,-2,7,1148,1240,-2,11,1,3,2,92,190
2111,30054629,2,15,8,-2,1240,1440,1,-2,-2,-2,-2,200,190
2112,30055176,1,1,1,-2,0,660,1,-2,-2,-2,-2,660,191
2113,30055176,1,2,-2,1,660,678,-2,1,11,3,1,18,191
2114,30055176,1,3,2,-2,678,706,11,-2,-2,-2,-2,28,191
2115,30055176,1,4,-2,2,706,726,-2,11,11,3,1,20,191
2116,30055176,1,5,3,-2,726,793,11,-2,-2,-2,-2,67,191
2117,30055176,1,6,-2,3,793,802,-2,11,1,3,1,9,191
2118,30055176,1,7,4,-2,802,982,1,-2,-2,-2,-2,180,191
2119,30055176,1,8,-2,4,982,1003,-2,1,12,3,1,21,191
2120,30055176,1,9,5,-2,1003,1008,12,-2,-2,-2,-2,5,191
2121,30055176,1,10,-2,5,1008,1036,-2,12,1,3,1,28,191
2122,30055176,1,11,6,-2,1036,1440,1,-2,-2,-2,-2,404,191
2123,30055325,1,1,1,-2,0,600,1,-2,-2,-2,-2,600,191
2124,30055325,1,2,-2,1,600,610,-2,1,12,4,1,10,191
2125,30055325,1,3,2,-2,610,620,12,-2,-2,-2,-2,10,191
2126,30055325,1,4,-2,2,620,630,-2,12,1,4,1,10,191
2127,30055325,1,5,3,-2,630,660,1,-2,-2,-2,-2,30,191
2128,30055325,1,6,-2,3,660,670,-2,1,14,4,1,10,191
2129,30055325,1,7,4,-2,670,675,14,-2,-2,-2,-2,5,191
2130,30055325,1,8,-2,4,675,680,-2,14,12,4,1,5,191
2131,30055325,1,9,5,-2,680,690,12,-2,-2,-2,-2,10,191
2132,30055325,1,10,-2,5,690,700,-2,12,1,4,1,10,191
2133,30055325,1,11,6,-2,700,1440,1,-2,-2,-2,-2,740,191
2134,30055568,2,1,1,-2,0,270,1,-2,-2,-2,-2,270,192
2135,30055568,2,2,-2,1,270,330,-2,1,3,6,1,60,192
2136,30055568,2,3,2,-2,330,870,3,-2,-2,-2,-2,540,192
2137,30055568,2,4,-2,2,870,975,-2,3,1,6,1,105,192
2138,30055568,2,5,3,-2,975,1440,1,-2,-2,-2,-2,465,192
2139,30055976,1,1,1,-2,0,600,1,-2,-2,-2,-2,600,193
2140,30055976,1,2,-2,1,600,620,-2,1,18,3,2,20,193
2141,30055976,1,3,2,-2,620,810,18,-2,-2,-2,-2,190,193
2142,30055976,1,4,-2,2,810,840,-2,18,13,3,2,30,193
2143,30055976,1,5,3,-2,840,865,13,-2,-2,-2,-2,25,193
2144,30055976,1,6,-2,3,865,875,-2,13,1,3,2,10,193
2145,30055976,1,7,4,-2,875,1440,1,-2,-2,-2,-2,565,193
2146,30056100,1,1,1,-2,0,450,1,-2,-2,-2,-2,450,193
2147,30056100,1,2,-2,1,450,455,-2,1,5,4,1,5,193
2148,30056100,1,3,2,-2,455,490,5,-2,-2,-2,-2,35,193
2149,30056100,1,4,-2,2,490,495,-2,5,1,4,1,5,193
2150,30056100,1,5,3,-2,495,1060,1,-2,-2,-2,-2,565,193
2151,30056100,1,6,-2,3,1060,1065,-2,1,5,4,1,5,193
2152,30056100,1,7,4,-2,1065,1100,5,-2,-2,-2,-2,35,193
2153,30056100,1,8,-2,4,1100,1105,-2,5,1,4,1,5,193
2154,30056100,1,9,5,-2,1105,1440,1,-2,-2,-2,-2,335,193
2155,30056182,1,1,1,-2,0,495,1,-2,-2,-2,-2,495,193
2156,30056182,1,2,-2,1,495,740,-2,1,11,4,2,245,193
2157,30056182,1,3,2,-2,740,773,11,-2,-2,-2,-2,33,193
2158,30056182,1,4,-2,2,773,937,-2,11,11,4,2,164,193
2159,30056182,1,5,3,-2,937,950,11,-2,-2,-2,-2,13,193
2160,30056182,1,6,-2,3,950,1177,-2,11,1,4,2,227,193
2161,30056182,1,7,4,-2,1177,1440,1,-2,-2,-2,-2,263,193
2162,30056182,2,1,1,-2,0,495,1,-2,-2,-2,-2,495,194
2163,30056182,2,2,-2,1,495,740,-2,1,11,4,2,245,194
2164,30056182,2,3,2,-2,740,775,11,-2,-2,-2,-2,35,194
2165,30056182,2,4,-2,2,775,937,-2,11,11,4,2,162,194
2166,30056182,2,5,3,-2,937,950,11,-2,-2,-2,-2,13,194
2167,30056182,2,6,-2,3,950,1177,-2,11,1,4,2,227,194
2168,30056182,2,7,4,-2,1177,1440,1,-2,-2,-2,-2,263,194
2169,30056298,1,1,1,-2,0,480,1,-2,-2,-2,-2,480,195
2170,30056298,1,2,-2,1,480,510,-2,1,3,3,1,30,195
2171,30056298,1,3,2,-2,510,690,3,-2,-2,-2,-2,180,195
2172,30056298,1,4,-2,2,690,700,-2,3,13,3,3,10,195
2173,30056298,1,5,3,-2,700,780,13,-2,-2,-2,-2,80,195
2174,30056298,1,6,-2,3,780,790,-2,13,3,3,3,10,195
2175,30056298,1,7,4,-2,790,990,3,-2,-2,-2,-2,200,195
2176,30056298,1,8,-2,4,990,1040,-2,3,1,3,1,50,195
2177,30056298,1,9,5,-2,1040,1440,1,-2,-2,-2,-2,400,195
2178,30056298,2,1,1,-2,0,340,1,-2,-2,-2,-2,340,196
2179,30056298,2,2,-2,1,340,360,-2,1,3,6,1,20,196
2180,30056298,2,3,2,-2,360,630,3,-2,-2,-2,-2,270,196
2181,30056298,2,4,-2,2,630,650,-2,3,13,1,3,20,196
2182,30056298,2,5,3,-2,650,685,13,-2,-2,-2,-2,35,196
2183,30056298,2,6,-2,3,685,705,-2,13,3,1,3,20,196
2184,30056298,2,7,4,-2,705,870,3,-2,-2,-2,-2,165,196
2185,30056298,2,8,-2,4,870,900,-2,3,6,6,1,30,196
2186,30056298,2,9,5,-2,900,930,6,-2,-2,-2,-2,30,196
2187,30056298,2,10,-2,5,930,940,-2,6,1,6,2,10,196
2188,30056298,2,11,6,-2,940,1440,1,-2,-2,-2,-2,500,196
2189,30056298,5,1,1,-2,0,460,1,-2,-2,-2,-2,460,197
2190,30056298,5,2,-2,1,460,470,-2,1,8,4,1,10,197
2191,30056298,5,3,2,-2,470,930,8,-2,-2,-2,-2,460,197
2192,30056298,5,4,-2,2,930,940,-2,8,1,4,1,10,197
2193,30056298,5,5,3,-2,940,1440,1,-2,-2,-2,-2,500,197
2194,30056651,1,1,1,-2,0,870,1,-2,-2,-2,-2,870,198
2195,30056651,1,2,-2,1,870,880,-2,1,12,3,2,10,198
2196,30056651,1,3,2,-2,880,910,12,-2,-2,-2,-2,30,198
2197,30056651,1,4,-2,2,910,930,-2,12,1,3,2,20,198
2198,30056651,1,5,3,-2,930,1440,1,-2,-2,-2,-2,510,198
2199,30056767,1,1,1,-2,0,480,1,-2,-2,-2,-2,480,198
2200,30056767,1,2,-2,1,480,495,-2,1,11,6,1,15,198
2201,30056767,1,3,2,-2,495,540,11,-2,-2,-2,-2,45,198
2202,30056767,1,4,-2,2,540,560,-2,11,1,6,1,20,198
2203,30056767,1,5,3,-2,560,600,1,-2,-2,-2,-2,40,198
2204,30056767,1,6,-2,3,600,615,-2,1,18,6,2,15,198
2205,30056767,1,7,4,-2,615,690,18,-2,-2,-2,-2,75,198
2206,30056767,1,8,-2,4,690,705,-2,18,1,6,2,15,198
2207,30056767,1,9,5,-2,705,1440,1,-2,-2,-2,-2,735,198
2208,30056767,2,1,1,-2,0,480,1,-2,-2,-2,-2,480,199
2209,30056767,2,2,-2,1,480,495,-2,1,17,3,1,15,199
2210,30056767,2,3,2,-2,495,510,17,-2,-2,-2,-2,15,199
2211,30056767,2,4,-2,2,510,525,-2,17,1,3,4,15,199
2212,30056767,2,5,3,-2,525,600,1,-2,-2,-2,-2,75,199
2213,30056767,2,6,-2,3,600,615,-2,1,18,6,2,15,199
2214,30056767,2,7,4,-2,615,690,18,-2,-2,-2,-2,75,199
2215,30056767,2,8,-2,4,690,705,-2,18,1,6,2,15,199
2216,30056767,2,9,5,-2,705,1440,1,-2,-2,-2,-2,735,199
2217,30056879,1,1,1,-2,0,490,1,-2,-2,-2,-2,490,200
2218,30056879,1,2,-2,1,490,500,-2,1,16,5,1,10,200
2219,30056879,1,3,2,-2,500,555,16,-2,-2,-2,-2,55,200
2220,30056879,1,4,-2,2,555,570,-2,16,13,5,2,15,200
2221,30056879,1,5,3,-2,570,695,13,-2,-2,-2,-2,125,200
2222,30056879,1,6,-2,3,695,715,-2,13,6,5,2,20,200
2223,30056879,1,7,4,-2,715,716,6,-2,-2,-2,-2,1,200
2224,30056879,1,8,-2,4,716,735,-2,6,1,5,1,19,200
2225,30056879,1,9,5,-2,735,800,1,-2,-2,-2,-2,65,200
2226,30056879,1,10,-2,5,800,805,-2,1,11,5,1,5,200
2227,30056879,1,11,6,-2,805,816,11,-2,-2,-2,-2,11,200
2228,30056879,1,12,-2,6,816,826,-2,11,12,5,1,10,200
2229,30056879,1,13,7,-2,826,845,12,-2,-2,-2,-2,19,200
2230,30056879,1,14,-2,7,845,850,-2,12,11,5,1,5,200
2231,30056879,1,15,8,-2,850,920,11,-2,-2,-2,-2,70,200
2232,30056879,1,16,-2,8,920,936,-2,11,1,5,1,16,200
2233,30056879,1,17,9,-2,936,1440,1,-2,-2,-2,-2,504,200
2234,30056879,2,1,1,-2,0,540,1,-2,-2,-2,-2,540,201
2235,30056879,2,2,-2,1,540,545,-2,1,11,3,1,5,201
2236,30056879,2,3,2,-2,545,610,11,-2,-2,-2,-2,65,201
2237,30056879,2,4,-2,2,610,615,-2,11,1,3,1,5,201
2238,30056879,2,5,3,-2,615,1440,1,-2,-2,-2,-2,825,201
2239,30057115,1,1,1,-2,0,630,1,-2,-2,-2,-2,630,202
2240,30057115,1,2,-2,1,630,645,-2,1,13,3,1,15,202
2241,30057115,1,3,2,-2,645,780,13,-2,-2,-2,-2,135,202
2242,30057115,1,4,-2,2,780,810,-2,13,13,3,1,30,202
2243,30057115,1,5,3,-2,810,840,13,-2,-2,-2,-2,30,202
2244,30057115,1,6,-2,3,840,855,-2,13,17,3,1,15,202
2245,30057115,1,7,4,-2,855,1380,17,-2,-2,-2,-2,525,202
2246,30057115,1,8,-2,4,1380,1410,-2,17,1,3,1,30,202
2247,30057115,1,9,5,-2,1410,1440,1,-2,-2,-2,-2,30,202
2248,30057347,1,1,1,-2,0,375,1,-2,-2,-2,-2,375,202
2249,30057347,1,2,-2,1,375,420,-2,1,3,4,1,45,202
2250,30057347,1,3,2,-2,420,990,3,-2,-2,-2,-2,570,202
2251,30057347,1,4,-2,2,990,1035,-2,3,1,4,1,45,202
2252,30057347,1,5,3,-2,1035,1440,1,-2,-2,-2,-2,405,202
2253,30057347,2,1,1,-2,0,345,1,-2,-2,-2,-2,345,203
2254,30057347,2,2,-2,1,345,375,-2,1,3,6,1,30,203
2255,30057347,2,3,2,-2,375,900,3,-2,-2,-2,-2,525,203
2256,30057347,2,4,-2,2,900,950,-2,3,1,6,1,50,203
2257,30057347,2,5,3,-2,950,1440,1,-2,-2,-2,-2,490,203
2258,30057347,3,1,1,-2,0,420,1,-2,-2,-2,-2,420,204
2259,30057347,3,2,-2,1,420,465,-2,1,8,10,1,45,204
2260,30057347,3,3,2,-2,465,960,8,-2,-2,-2,-2,495,204
2261,30057347,3,4,-2,2,960,1005,-2,8,1,10,1,45,204
2262,30057347,3,5,3,-2,1005,1440,1,-2,-2,-2,-2,435,204
2263,30057712,1,1,1,-2,0,330,1,-2,-2,-2,-2,330,205
2264,30057712,1,2,-2,1,330,390,-2,1,3,6,1,60,205
2265,30057712,1,3,2,-2,390,960,3,-2,-2,-2,-2,570,205
2266,30057712,1,4,-2,2,960,1020,-2,3,1,6,1,60,205
2267,30057712,1,5,3,-2,1020,1440,1,-2,-2,-2,-2,420,205
2268,30057712,2,1,1,-2,0,450,1,-2,-2,-2,-2,450,206
2269,30057712,2,2,-2,1,450,480,-2,1,3,3,1,30,206
2270,30057712,2,3,2,-2,480,960,3,-2,-2,-2,-2,480,206
2271,30057712,2,4,-2,2,960,990,-2,3,1,3,1,30,206
2272,30057712,2,5,3,-2,990,1440,1,-2,-2,-2,-2,450,206
2273,30058174,1,1,1,-2,0,660,1,-2,-2,-2,-2,660,207
2274,30058174,1,2,-2,1,660,675,-2,1,18,8,1,15,207
2275,30058174,1,3,2,-2,675,690,18,-2,-2,-2,-2,15,207
2276,30058174,1,4,-2,2,690,695,-2,18,13,8,1,5,207
2277,30058174,1,5,3,-2,695,780,13,-2,-2,-2,-2,85,207
2278,30058174,1,6,-2,3,780,800,-2,13,14,8,1,20,207
2279,30058174,1,7,4,-2,800,870,14,-2,-2,-2,-2,70,207
2280,30058174,1,8,-2,4,870,875,-2,14,11,1,1,5,207
2281,30058174,1,9,5,-2,875,900,11,-2,-2,-2,-2,25,207
2282,30058174,1,10,-2,5,900,905,-2,11,11,8,1,5,207
2283,30058174,1,11,6,-2,905,930,11,-2,-2,-2,-2,25,207
2284,30058174,1,12,-2,6,930,947,-2,11,1,8,1,17,207
2285,30058174,1,13,7,-2,947,1440,1,-2,-2,-2,-2,493,207
2286,30059519,3,1,1,-2,0,1000,17,-2,-2,-2,-2,1000,208
2287,30059519,3,2,-2,1,1000,1045,-2,17,1,3,6,45,208
2288,30059519,3,3,2,-2,1045,1440,1,-2,-2,-2,-2,395,208
2289,30059519,4,1,1,-2,0,1000,17,-2,-2,-2,-2,1000,209
2290,30059519,4,2,-2,1,1000,1045,-2,17,1,3,6,45,209
2291,30059519,4,3,2,-2,1045,1440,1,-2,-2,-2,-2,395,209
2292,30059519,5,1,1,-2,0,1000,1,-2,-2,-2,-2,1000,210
2293,30059519,5,2,-2,1,1000,1045,-2,1,1,3,6,45,210
2294,30059519,5,3,2,-2,1045,1440,1,-2,-2,-2,-2,395,210
2295,30059569,1,1,1,-2,0,545,1,-2,-2,-2,-2,545,211
2296,30059569,1,2,-2,1,545,550,-2,1,19,3,2,5,211
2297,30059569,1,3,2,-2,550,735,19,-2,-2,-2,-2,185,211
2298,30059569,1,4,-2,2,735,740,-2,19,1,3,2,5,211
2299,30059569,1,5,3,-2,740,1440,1,-2,-2,-2,-2,700,211
2300,30059843,1,1,1,-2,0,570,1,-2,-2,-2,-2,570,211
2301,30059843,1,2,-2,1,570,600,-2,1,11,3,1,30,211
2302,30059843,1,3,2,-2,600,660,11,-2,-2,-2,-2,60,211
2303,30059843,1,4,-2,2,660,720,-2,11,1,3,1,60,211
2304,30059843,1,5,3,-2,720,780,1,-2,-2,-2,-2,60,211
2305,30059843,1,6,-2,3,780,795,-2,1,15,3,1,15,211
2306,30059843,1,7,4,-2,795,1080,15,-2,-2,-2,-2,285,211
2307,30059843,1,8,-2,4,1080,1095,-2,15,1,3,1,15,211
2308,30059843,1,9,5,-2,1095,1140,1,-2,-2,-2,-2,45,211
2309,30059843,1,10,-2,5,1140,1170,-2,1,17,1,1,30,211
2310,30059843,1,11,6,-2,1170,1230,17,-2,-2,-2,-2,60,211
2311,30059843,1,12,-2,6,1230,1235,-2,17,1,1,1,5,211
2312,30059843,1,13,7,-2,1235,1440,1,-2,-2,-2,-2,205,211
2313,30060089,1,1,1,-2,0,410,1,-2,-2,-2,-2,410,211
2314,30060089,1,2,-2,1,410,420,-2,1,3,4,1,10,211
2315,30060089,1,3,2,-2,420,930,3,-2,-2,-2,-2,510,211
2316,30060089,1,4,-2,2,930,940,-2,3,1,4,1,10,211
2317,30060089,1,5,3,-2,940,1090,1,-2,-2,-2,-2,150,211
2318,30060089,1,6,-2,3,1090,1102,-2,1,11,1,1,12,211
2319,30060089,1,7,4,-2,1102,1110,11,-2,-2,-2,-2,8,211
2320,30060089,1,8,-2,4,1110,1123,-2,11,1,1,1,13,211
2321,30060089,1,9,5,-2,1123,1440,1,-2,-2,-2,-2,317,211
2322,30060089,2,1,1,-2,0,380,1,-2,-2,-2,-2,380,212
2323,30060089,2,2,-2,1,380,390,-2,1,3,3,1,10,212
2324,30060089,2,3,2,-2,390,900,3,-2,-2,-2,-2,510,212
2325,30060089,2,4,-2,2,900,910,-2,3,1,3,1,10,212
2326,30060089,2,5,3,-2,910,1440,1,-2,-2,-2,-2,530,212
2327,30060359,1,1,1,-2,0,1050,1,-2,-2,-2,-2,1050,213
2328,30060359,1,2,-2,1,1050,1080,-2,1,19,3,3,30,213
2329,30060359,1,3,2,-2,1080,1320,19,-2,-2,-2,-2,240,213
2330,30060359,1,4,-2,2,1320,1350,-2,19,1,3,3,30,213
2331,30060359,1,5,3,-2,1350,1440,1,-2,-2,-2,-2,90,213
2332,30060359,2,1,1,-2,0,480,1,-2,-2,-2,-2,480,214
2333,30060359,2,2,-2,1,480,486,-2,1,3,3,1,6,214
2334,30060359,2,3,2,-2,486,650,3,-2,-2,-2,-2,164,214
2335,30060359,2,4,-2,2,650,655,-2,3,13,3,1,5,214
2336,30060359,2,5,3,-2,655,720,13,-2,-2,-2,-2,65,214
2337,30060359,2,6,-2,3,720,726,-2,13,19,3,1,6,214
2338,30060359,2,7,4,-2,726,1020,19,-2,-2,-2,-2,294,214
2339,30060359,2,8,-2,4,1020,1050,-2,19,5,3,3,30,214
2340,30060359,2,9,5,-2,1050,1320,5,-2,-2,-2,-2,270,214
2341,30060359,2,10,-2,5,1320,1350,-2,5,1,3,3,30,214
2342,30060359,2,11,6,-2,1350,1440,1,-2,-2,-2,-2,90,214
2343,30060922,1,1,1,-2,0,420,1,-2,-2,-2,-2,420,215
2344,30060922,1,2,-2,1,420,430,-2,1,11,3,3,10,215
2345,30060922,1,3,2,-2,430,460,11,-2,-2,-2,-2,30,215
2346,30060922,1,4,-2,2,460,470,-2,11,11,3,3,10,215
2347,30060922,1,5,3,-2,470,490,11,-2,-2,-2,-2,20,215
2348,30060922,1,6,-2,3,490,510,-2,11,1,3,3,20,215
2349,30060922,1,7,4,-2,510,660,1,-2,-2,-2,-2,150,215
2350,30060922,1,8,-2,4,660,700,-2,1,1,3,2,40,215
2351,30060922,1,9,5,-2,700,1440,1,-2,-2,-2,-2,740,215
2352,30062199,1,1,1,-2,0,360,1,-2,-2,-2,-2,360,215
2353,30062199,1,2,-2,1,360,380,-2,1,3,4,2,20,215
2354,30062199,1,3,2,-2,380,980,3,-2,-2,-2,-2,600,215
2355,30062199,1,4,-2,2,980,1005,-2,3,1,4,2,25,215
2356,30062199,1,5,3,-2,1005,1440,1,-2,-2,-2,-2,435,215
2357,30062765,1,1,1,-2,0,550,1,-2,-2,-2,-2,550,215
2358,30062765,1,2,-2,1,550,560,-2,1,13,3,2,10,215
2359,30062765,1,3,2,-2,560,630,13,-2,-2,-2,-2,70,215
2360,30062765,1,4,-2,2,630,640,-2,13,1,3,2,10,215
2361,30062765,1,5,3,-2,640,1080,1,-2,-2,-2,-2,440,215
2362,30062765,1,6,-2,3,1080,1087,-2,1,15,3,1,7,215
2363,30062765,1,7,4,-2,1087,1350,15,-2,-2,-2,-2,263,215
2364,30062765,1,8,-2,4,1350,1360,-2,15,1,3,1,10,215
2365,30062765,1,9,5,-2,1360,1440,1,-2,-2,-2,-2,80,215
2366,30062765,2,1,1,-2,0,355,1,-2,-2,-2,-2,355,216
2367,30062765,2,2,-2,1,355,360,-2,1,3,6,1,5,216
2368,30062765,2,3,2,-2,360,525,3,-2,-2,-2,-2,165,216
2369,30062765,2,4,-2,2,525,540,-2,3,6,6,1,15,216
2370,30062765,2,5,3,-2,540,550,6,-2,-2,-2,-2,10,216
2371,30062765,2,6,-2,3,550,560,-2,6,13,3,2,10,216
2372,30062765,2,7,4,-2,560,630,13,-2,-2,-2,-2,70,216
2373,30062765,2,8,-2,4,630,640,-2,13,1,3,2,10,216
2374,30062765,2,9,5,-2,640,710,1,-2,-2,-2,-2,70,216
2375,30062765,2,10,-2,5,710,720,-2,1,3,6,1,10,216
2376,30062765,2,11,6,-2,720,960,3,-2,-2,-2,-2,240,216
2377,30062765,2,12,-2,6,960,970,-2,3,1,6,1,10,216
2378,30062765,2,13,7,-2,970,1125,1,-2,-2,-2,-2,155,216
2379,30062765,2,14,-2,7,1125,1135,-2,1,15,6,1,10,216
2380,30062765,2,15,8,-2,1135,1240,15,-2,-2,-2,-2,105,216
2381,30062765,2,16,-2,8,1240,1250,-2,15,1,6,1,10,216
2382,30062765,2,17,9,-2,1250,1440,1,-2,-2,-2,-2,190,216
2383,30063108,1,1,1,-2,0,540,1,-2,-2,-2,-2,540,217
2384,30063108,1,2,-2,1,540,750,-2,1,13,4,2,210,217
2385,30063108,1,3,2,-2,750,765,13,-2,-2,-2,-2,15,217
2386,30063108,1,4,-2,2,765,970,-2,13,1,4,2,205,217
2387,30063108,1,5,3,-2,970,1440,1,-2,-2,-2,-2,470,217
2388,30063108,2,1,1,-2,0,540,1,-2,-2,-2,-2,540,218
2389,30063108,2,2,-2,1,540,750,-2,1,13,4,2,210,218
2390,30063108,2,3,2,-2,750,765,13,-2,-2,-2,-2,15,218
2391,30063108,2,4,-2,2,765,970,-2,13,1,4,2,205,218
2392,30063108,2,5,3,-2,970,1440,1,-2,-2,-2,-2,470,218
2393,30063287,1,1,1,-2,0,510,1,-2,-2,-2,-2,510,219
2394,30063287,1,2,-2,1,510,520,-2,1,19,3,2,10,219
2395,30063287,1,3,2,-2,520,735,19,-2,-2,-2,-2,215,219
2396,30063287,1,4,-2,2,735,750,-2,19,1,3,2,15,219
2397,30063287,1,5,3,-2,750,1440,1,-2,-2,-2,-2,690,219
2398,30063287,2,1,1,-2,0,510,1,-2,-2,-2,-2,510,220
2399,30063287,2,2,-2,1,510,520,-2,1,19,3,2,10,220
2400,30063287,2,3,2,-2,520,735,19,-2,-2,-2,-2,215,220
2401,30063287,2,4,-2,2,735,750,-2,19,1,3,2,15,220
2402,30063287,2,5,3,-2,750,1440,1,-2,-2,-2,-2,690,220
2403,30063504,1,1,1,-2,0,375,1,-2,-2,-2,-2,375,221
2404,30063504,1,2,-2,1,375,390,-2,1,3,3,1,15,221
2405,30063504,1,3,2,-2,390,1140,3,-2,-2,-2,-2,750,221
2406,30063504,1,4,-2,2,1140,1155,-2,3,1,3,1,15,221
2407,30063504,1,5,3,-2,1155,1440,1,-2,-2,-2,-2,285,221
2408,30065132,1,1,1,-2,0,540,1,-2,-2,-2,-2,540,221
2409,30065132,1,2,-2,1,540,545,-2,1,15,1,2,5,221
2410,30065132,1,3,2,-2,545,546,15,-2,-2,-2,-2,1,221
2411,30065132,1,4,-2,2,546,551,-2,15,1,1,2,5,221
2412,30065132,1,5,3,-2,551,1440,1,-2,-2,-2,-2,889,221
2413,30065132,2,1,1,-2,0,540,1,-2,-2,-2,-2,540,222
2414,30065132,2,2,-2,1,540,545,-2,1,15,1,2,5,222
2415,30065132,2,3,2,-2,545,546,15,-2,-2,-2,-2,1,222
2416,30065132,2,4,-2,2,546,551,-2,15,1,1,2,5,222
2417,30065132,2,5,3,-2,551,960,1,-2,-2,-2,-2,409,222
2418,30065132,2,6,-2,3,960,965,-2,1,1,1,1,5,222
2419,30065132,2,7,4,-2,965,966,1,-2,-2,-2,-2,1,222
2420,30065132,2,8,-2,4,966,971,-2,1,1,1,1,5,222
2421,30065132,2,9,5,-2,971,1440,1,-2,-2,-2,-2,469,222
2422,30065849,1,1,1,-2,0,779,1,-2,-2,-2,-2,779,223
2423,30065849,1,2,-2,1,779,788,-2,1,8,4,2,9,223
2424,30065849,1,3,2,-2,788,835,8,-2,-2,-2,-2,47,223
2425,30065849,1,4,-2,2,835,842,-2,8,13,4,2,7,223
2426,30065849,1,5,3,-2,842,882,13,-2,-2,-2,-2,40,223
2427,30065849,1,6,-2,3,882,889,-2,13,1,4,2,7,223
2428,30065849,1,7,4,-2,889,947,1,-2,-2,-2,-2,58,223
2429,30065849,1,8,-2,4,947,966,-2,1,15,4,2,19,223
2430,30065849,1,9,5,-2,966,1057,15,-2,-2,-2,-2,91,223
