,hh_id,per_id,at_id,act_id,trip_id,BegTime,EndTime,ActType,O_pur,D_pur,Mode,Numontrp,AT_Dur,new_id
0,30000167,1,1,1,-2,0,740,1,-2,-2,-2,-2,740,1
1,30000167,1,2,-2,1,740,748,-2,1,13,17,2,8,1
2,30000167,1,3,2,-2,748,810,13,-2,-2,-2,-2,62,1
3,30000167,1,4,-2,2,810,820,-2,13,1,17,2,10,1
4,30000167,1,5,3,-2,820,1440,1,-2,-2,-2,-2,620,1
5,30001438,1,1,1,-2,0,550,1,-2,-2,-2,-2,550,1
6,30001438,1,2,-2,1,550,554,-2,1,12,6,1,4,1
7,30001438,1,3,2,-2,554,592,12,-2,-2,-2,-2,38,1
8,30001438,1,4,-2,2,592,596,-2,12,1,6,1,4,1
9,30001438,1,5,3,-2,596,955,1,-2,-2,-2,-2,359,1
10,30001438,1,6,-2,3,955,1090,-2,1,17,4,2,135,1
11,30001438,1,7,4,-2,1090,1105,17,-2,-2,-2,-2,15,1
12,30001438,1,8,-2,4,1105,1178,-2,17,13,4,4,73,1
13,30001438,1,9,5,-2,1178,1255,13,-2,-2,-2,-2,77,1
14,30001438,1,10,-2,5,1255,1278,-2,13,17,4,4,23,1
15,30001438,1,11,6,-2,1278,1440,17,-2,-2,-2,-2,162,1
16,30001438,2,1,1,-2,0,468,1,-2,-2,-2,-2,468,2
17,30001438,2,2,-2,1,468,471,-2,1,3,4,1,3,2
18,30001438,2,3,2,-2,471,762,3,-2,-2,-2,-2,291,2
19,30001438,2,4,-2,2,762,765,-2,3,1,4,1,3,2
20,30001438,2,5,3,-2,765,790,1,-2,-2,-2,-2,25,2
21,30001438,2,6,-2,3,790,794,-2,1,3,4,1,4,2
22,30001438,2,7,4,-2,794,911,3,-2,-2,-2,-2,117,2
23,30001438,2,8,-2,4,911,925,-2,3,6,4,2,14,2
24,30001438,2,9,5,-2,925,926,6,-2,-2,-2,-2,1,2
25,30001438,2,10,-2,5,926,940,-2,6,1,4,1,14,2
26,30001438,2,11,6,-2,940,955,1,-2,-2,-2,-2,15,2
27,30001438,2,12,-2,6,955,1090,-2,1,17,4,2,135,2
28,30001438,2,13,7,-2,1090,1165,17,-2,-2,-2,-2,75,2
29,30001438,2,14,-2,7,1165,1178,-2,17,13,4,4,13,2
30,30001438,2,15,8,-2,1178,1265,13,-2,-2,-2,-2,87,2
31,30001438,2,16,-2,8,1265,1278,-2,13,1,4,4,13,2
32,30001438,2,17,9,-2,1278,1440,1,-2,-2,-2,-2,162,2
33,30001811,1,1,1,-2,0,314,1,-2,-2,-2,-2,314,3
34,30001811,1,2,-2,1,314,350,-2,1,3,3,2,36,3
35,30001811,1,3,2,-2,350,870,3,-2,-2,-2,-2,520,3
36,30001811,1,4,-2,2,870,920,-2,3,1,3,1,50,3
37,30001811,1,5,3,-2,920,1440,1,-2,-2,-2,-2,520,3
38,30001892,1,1,1,-2,0,555,1,-2,-2,-2,-2,555,3
39,30001892,1,2,-2,1,555,560,-2,1,3,4,1,5,3
40,30001892,1,3,2,-2,560,1095,3,-2,-2,-2,-2,535,3
41,30001892,1,4,-2,2,1095,1112,-2,3,6,4,2,17,3
42,30001892,1,5,3,-2,1112,1113,6,-2,-2,-2,-2,1,3
43,30001892,1,6,-2,3,1113,1123,-2,6,1,4,1,10,3
44,30001892,1,7,4,-2,1123,1440,1,-2,-2,-2,-2,317,3
45,30002529,1,1,1,-2,0,540,1,-2,-2,-2,-2,540,3
46,30002529,1,2,-2,1,540,560,-2,1,11,3,2,20,3
47,30002529,1,3,2,-2,560,570,11,-2,-2,-2,-2,10,3
48,30002529,1,4,-2,2,570,705,-2,11,13,3,2,135,3
49,30002529,1,5,3,-2,705,739,13,-2,-2,-2,-2,34,3
50,30002529,1,6,-2,3,739,900,-2,13,17,3,2,161,3
51,30002529,1,7,4,-2,900,1440,17,-2,-2,-2,-2,540,3
52,30002529,2,1,1,-2,0,540,1,-2,-2,-2,-2,540,4
53,30002529,2,2,-2,1,540,560,-2,1,11,3,2,20,4
54,30002529,2,3,2,-2,560,570,11,-2,-2,-2,-2,10,4
55,30002529,2,4,-2,2,570,705,-2,11,13,3,2,135,4
56,30002529,2,5,3,-2,705,739,13,-2,-2,-2,-2,34,4
57,30002529,2,6,-2,3,739,900,-2,13,17,3,2,161,4
58,30002529,2,7,4,-2,900,1440,17,-2,-2,-2,-2,540,4
59,30004824,1,1,1,-2,0,540,1,-2,-2,-2,-2,540,5
60,30004824,1,2,-2,1,540,585,-2,1,11,1,1,45,5
61,30004824,1,3,2,-2,585,620,11,-2,-2,-2,-2,35,5
62,30004824,1,4,-2,2,620,645,-2,11,11,1,1,25,5
63,30004824,1,5,3,-2,645,660,11,-2,-2,-2,-2,15,5
64,30004824,1,6,-2,3,660,685,-2,11,11,1,1,25,5
65,30004824,1,7,4,-2,685,735,11,-2,-2,-2,-2,50,5
66,30004824,1,8,-2,4,735,770,-2,11,1,1,1,35,5
67,30004824,1,9,5,-2,770,1020,1,-2,-2,-2,-2,250,5
68,30004824,1,10,-2,5,1020,1040,-2,1,11,1,1,20,5
69,30004824,1,11,6,-2,1040,1050,11,-2,-2,-2,-2,10,5
70,30004824,1,12,-2,6,1050,1080,-2,11,1,1,1,30,5
71,30004824,1,13,7,-2,1080,1440,1,-2,-2,-2,-2,360,5
72,30005025,1,1,1,-2,0,485,2,-2,-2,-2,-2,485,5
73,30005025,1,2,-2,1,485,505,-2,2,14,3,1,20,5
74,30005025,1,3,2,-2,505,535,14,-2,-2,-2,-2,30,5
75,30005025,1,4,-2,2,535,570,-2,14,11,3,1,35,5
76,30005025,1,5,3,-2,570,580,11,-2,-2,-2,-2,10,5
77,30005025,1,6,-2,3,580,590,-2,11,12,3,1,10,5
78,30005025,1,7,4,-2,590,600,12,-2,-2,-2,-2,10,5
79,30005025,1,8,-2,4,600,620,-2,12,2,13,1,20,5
80,30005025,1,9,5,-2,620,980,2,-2,-2,-2,-2,360,5
81,30005025,1,10,-2,5,980,1005,-2,2,12,4,2,25,5
82,30005025,1,11,6,-2,1005,1010,12,-2,-2,-2,-2,5,5
83,30005025,1,12,-2,6,1010,1035,-2,12,1,3,1,25,5
84,30005025,1,13,7,-2,1035,1040,1,-2,-2,-2,-2,5,5
85,30005025,1,14,-2,7,1040,1050,-2,1,1,3,1,10,5
86,30005025,1,15,8,-2,1050,1440,1,-2,-2,-2,-2,390,5
87,30005025,2,1,1,-2,0,420,2,-2,-2,-2,-2,420,6
88,30005025,2,2,-2,1,420,427,-2,2,16,4,1,7,6
89,30005025,2,3,2,-2,427,475,16,-2,-2,-2,-2,48,6
90,30005025,2,4,-2,2,475,505,-2,16,5,4,1,30,6
91,30005025,2,5,3,-2,505,535,5,-2,-2,-2,-2,30,6
92,30005025,2,6,-2,3,535,570,-2,5,2,4,1,35,6
93,30005025,2,7,4,-2,570,980,2,-2,-2,-2,-2,410,6
94,30005025,2,8,-2,4,980,1005,-2,2,6,4,3,25,6
95,30005025,2,9,5,-2,1005,1006,6,-2,-2,-2,-2,1,6
96,30005025,2,10,-2,5,1006,1030,-2,6,1,4,1,24,6
97,30005025,2,11,6,-2,1030,1050,1,-2,-2,-2,-2,20,6
98,30005025,2,12,-2,6,1050,1057,-2,1,1,4,1,7,6
99,30005025,2,13,7,-2,1057,1440,1,-2,-2,-2,-2,383,6
100,30005102,1,1,1,-2,0,960,1,-2,-2,-2,-2,960,7
101,30005102,1,2,-2,1,960,975,-2,1,11,6,5,15,7
102,30005102,1,3,2,-2,975,1050,11,-2,-2,-2,-2,75,7
103,30005102,1,4,-2,2,1050,1080,-2,11,11,6,5,30,7
104,30005102,1,5,3,-2,1080,1110,11,-2,-2,-2,-2,30,7
105,30005102,1,6,-2,3,1110,1140,-2,11,1,6,5,30,7
106,30005102,1,7,4,-2,1140,1440,1,-2,-2,-2,-2,300,7
107,30005102,2,1,1,-2,0,960,1,-2,-2,-2,-2,960,8
108,30005102,2,2,-2,1,960,975,-2,1,11,6,5,15,8
109,30005102,2,3,2,-2,975,1050,11,-2,-2,-2,-2,75,8
110,30005102,2,4,-2,2,1050,1080,-2,11,11,6,5,30,8
111,30005102,2,5,3,-2,1080,1110,11,-2,-2,-2,-2,30,8
112,30005102,2,6,-2,3,1110,1140,-2,11,1,6,5,30,8
113,30005102,2,7,4,-2,1140,1440,1,-2,-2,-2,-2,300,8
114,30005102,3,1,1,-2,0,405,1,-2,-2,-2,-2,405,9
115,30005102,3,2,-2,1,405,440,-2,1,8,10,1,35,9
116,30005102,3,3,2,-2,440,825,8,-2,-2,-2,-2,385,9
117,30005102,3,4,-2,2,825,870,-2,8,16,1,1,45,9
118,30005102,3,5,3,-2,870,875,16,-2,-2,-2,-2,5,9
119,30005102,3,6,-2,3,875,920,-2,16,16,1,1,45,9
120,30005102,3,7,4,-2,920,950,16,-2,-2,-2,-2,30,9
121,30005102,3,8,-2,4,950,960,-2,16,7,97,1,10,9
122,30005102,3,9,5,-2,960,961,7,-2,-2,-2,-2,1,9
123,30005102,3,10,-2,5,961,975,-2,7,11,6,5,14,9
124,30005102,3,11,6,-2,975,1050,11,-2,-2,-2,-2,75,9
125,30005102,3,12,-2,6,1050,1080,-2,11,11,6,5,30,9
126,30005102,3,13,7,-2,1080,1110,11,-2,-2,-2,-2,30,9
127,30005102,3,14,-2,7,1110,1140,-2,11,1,6,5,30,9
128,30005102,3,15,8,-2,1140,1440,1,-2,-2,-2,-2,300,9
129,30005102,4,1,1,-2,0,486,1,-2,-2,-2,-2,486,10
130,30005102,4,2,-2,1,486,500,-2,1,8,10,2,14,10
131,30005102,4,3,2,-2,500,935,8,-2,-2,-2,-2,435,10
132,30005102,4,4,-2,2,935,955,-2,8,7,10,2,20,10
133,30005102,4,5,3,-2,955,960,7,-2,-2,-2,-2,5,10
134,30005102,4,6,-2,3,960,975,-2,7,11,6,5,15,10
135,30005102,4,7,4,-2,975,1050,11,-2,-2,-2,-2,75,10
136,30005102,4,8,-2,4,1050,1080,-2,11,11,6,5,30,10
137,30005102,4,9,5,-2,1080,1110,11,-2,-2,-2,-2,30,10
138,30005102,4,10,-2,5,1110,1140,-2,11,1,6,5,30,10
139,30005102,4,11,6,-2,1140,1440,1,-2,-2,-2,-2,300,10
140,30005102,5,1,1,-2,0,486,1,-2,-2,-2,-2,486,11
141,30005102,5,2,-2,1,486,500,-2,1,8,10,2,14,11
142,30005102,5,3,2,-2,500,935,8,-2,-2,-2,-2,435,11
143,30005102,5,4,-2,2,935,955,-2,8,7,10,2,20,11
144,30005102,5,5,3,-2,955,960,7,-2,-2,-2,-2,5,11
145,30005102,5,6,-2,3,960,975,-2,7,11,6,5,15,11
146,30005102,5,7,4,-2,975,1050,11,-2,-2,-2,-2,75,11
147,30005102,5,8,-2,4,1050,1080,-2,11,11,6,5,30,11
148,30005102,5,9,5,-2,1080,1110,11,-2,-2,-2,-2,30,11
149,30005102,5,10,-2,5,1110,1140,-2,11,1,6,5,30,11
150,30005102,5,11,6,-2,1140,1440,1,-2,-2,-2,-2,300,11
151,30005287,1,1,1,-2,0,502,1,-2,-2,-2,-2,502,12
152,30005287,1,2,-2,1,502,510,-2,1,6,3,2,8,12
153,30005287,1,3,2,-2,510,512,6,-2,-2,-2,-2,2,12
154,30005287,1,4,-2,2,512,523,-2,6,1,3,1,11,12
155,30005287,1,5,3,-2,523,601,1,-2,-2,-2,-2,78,12
156,30005287,1,6,-2,3,601,611,-2,1,17,3,1,10,12
157,30005287,1,7,4,-2,611,626,17,-2,-2,-2,-2,15,12
158,30005287,1,8,-2,4,626,632,-2,17,11,3,1,6,12
159,30005287,1,9,5,-2,632,659,11,-2,-2,-2,-2,27,12
160,30005287,1,10,-2,5,659,674,-2,11,1,3,1,15,12
161,30005287,1,11,6,-2,674,699,1,-2,-2,-2,-2,25,12
162,30005287,1,12,-2,6,699,701,-2,1,17,3,2,2,12
163,30005287,1,13,7,-2,701,735,17,-2,-2,-2,-2,34,12
164,30005287,1,14,-2,7,735,738,-2,17,1,3,2,3,12
165,30005287,1,15,8,-2,738,789,1,-2,-2,-2,-2,51,12
166,30005287,1,16,-2,8,789,796,-2,1,11,3,1,7,12
167,30005287,1,17,9,-2,796,818,11,-2,-2,-2,-2,22,12
168,30005287,1,18,-2,9,818,827,-2,11,1,3,1,9,12
169,30005287,1,19,10,-2,827,904,1,-2,-2,-2,-2,77,12
170,30005287,1,20,-2,10,904,910,-2,1,6,3,1,6,12
171,30005287,1,21,11,-2,910,926,6,-2,-2,-2,-2,16,12
172,30005287,1,22,-2,11,926,936,-2,6,1,3,2,10,12
173,30005287,1,23,12,-2,936,1440,1,-2,-2,-2,-2,504,12
174,30005287,2,1,1,-2,0,699,1,-2,-2,-2,-2,699,13
175,30005287,2,2,-2,1,699,701,-2,1,17,3,2,2,13
176,30005287,2,3,2,-2,701,735,17,-2,-2,-2,-2,34,13
177,30005287,2,4,-2,2,735,738,-2,17,1,3,2,3,13
178,30005287,2,5,3,-2,738,1440,1,-2,-2,-2,-2,702,13
179,30005287,3,1,1,-2,0,502,1,-2,-2,-2,-2,502,14
180,30005287,3,2,-2,1,502,510,-2,1,3,3,2,8,14
181,30005287,3,3,2,-2,510,916,3,-2,-2,-2,-2,406,14
182,30005287,3,4,-2,2,916,936,-2,3,1,3,2,20,14
183,30005287,3,5,3,-2,936,1440,1,-2,-2,-2,-2,504,14
184,30005716,1,1,1,-2,0,585,1,-2,-2,-2,-2,585,15
185,30005716,1,2,-2,1,585,600,-2,1,19,3,2,15,15
186,30005716,1,3,2,-2,600,770,19,-2,-2,-2,-2,170,15
187,30005716,1,4,-2,2,770,785,-2,19,1,3,2,15,15
188,30005716,1,5,3,-2,785,1440,1,-2,-2,-2,-2,655,15
189,30005716,3,1,1,-2,0,720,15,-2,-2,-2,-2,720,16
190,30005716,3,2,-2,1,720,1125,-2,15,1,18,4,405,16
191,30005716,3,3,2,-2,1125,1440,1,-2,-2,-2,-2,315,16
192,30005716,4,1,1,-2,0,585,19,-2,-2,-2,-2,585,17
193,30005716,4,2,-2,1,585,600,-2,19,19,3,2,15,17
194,30005716,4,3,2,-2,600,770,19,-2,-2,-2,-2,170,17
195,30005716,4,4,-2,2,770,785,-2,19,1,3,2,15,17
196,30005716,4,5,3,-2,785,1440,1,-2,-2,-2,-2,655,17
197,30005942,1,1,1,-2,0,465,1,-2,-2,-2,-2,465,18
198,30005942,1,2,-2,1,465,480,-2,1,6,4,2,15,18
199,30005942,1,3,2,-2,480,481,6,-2,-2,-2,-2,1,18
200,30005942,1,4,-2,2,481,490,-2,6,11,4,1,9,18
201,30005942,1,5,3,-2,490,550,11,-2,-2,-2,-2,60,18
202,30005942,1,6,-2,3,550,570,-2,11,1,4,1,20,18
203,30005942,1,7,4,-2,570,885,1,-2,-2,-2,-2,315,18
204,30005942,1,8,-2,4,885,895,-2,1,6,4,1,10,18
205,30005942,1,9,5,-2,895,905,6,-2,-2,-2,-2,10,18
206,30005942,1,10,-2,5,905,920,-2,6,1,4,2,15,18
207,30005942,1,11,6,-2,920,1440,1,-2,-2,-2,-2,520,18
208,30005942,3,1,1,-2,0,465,1,-2,-2,-2,-2,465,19
209,30005942,3,2,-2,1,465,480,-2,1,8,4,2,15,19
210,30005942,3,3,2,-2,480,900,8,-2,-2,-2,-2,420,19
211,30005942,3,4,-2,2,900,920,-2,8,1,4,2,20,19
212,30005942,3,5,3,-2,920,1440,1,-2,-2,-2,-2,520,19
213,30006763,1,1,1,-2,0,535,1,-2,-2,-2,-2,535,20
214,30006763,1,2,-2,1,535,540,-2,1,6,4,2,5,20
215,30006763,1,3,2,-2,540,555,6,-2,-2,-2,-2,15,20
216,30006763,1,4,-2,2,555,565,-2,6,13,4,4,10,20
217,30006763,1,5,3,-2,565,600,13,-2,-2,-2,-2,35,20
218,30006763,1,6,-2,3,600,620,-2,13,6,4,4,20,20
219,30006763,1,7,4,-2,620,625,6,-2,-2,-2,-2,5,20
220,30006763,1,8,-2,4,625,665,-2,6,1,4,2,40,20
221,30006763,1,9,5,-2,665,780,1,-2,-2,-2,-2,115,20
222,30006763,1,10,-2,5,780,815,-2,1,15,4,2,35,20
223,30006763,1,11,6,-2,815,960,15,-2,-2,-2,-2,145,20
224,30006763,1,12,-2,6,960,990,-2,15,13,4,2,30,20
225,30006763,1,13,7,-2,990,1095,13,-2,-2,-2,-2,105,20
226,30006763,1,14,-2,7,1095,1105,-2,13,1,4,2,10,20
227,30006763,1,15,8,-2,1105,1440,1,-2,-2,-2,-2,335,20
228,30006763,2,1,1,-2,0,385,1,-2,-2,-2,-2,385,21
229,30006763,2,2,-2,1,385,390,-2,1,15,4,1,5,21
230,30006763,2,3,2,-2,390,435,15,-2,-2,-2,-2,45,21
231,30006763,2,4,-2,2,435,440,-2,15,1,4,1,5,21
232,30006763,2,5,3,-2,440,1440,1,-2,-2,-2,-2,1000,21
233,30007611,1,1,1,-2,0,480,1,-2,-2,-2,-2,480,22
234,30007611,1,2,-2,1,480,488,-2,1,3,4,1,8,22
235,30007611,1,3,2,-2,488,900,3,-2,-2,-2,-2,412,22
236,30007611,1,4,-2,2,900,910,-2,3,1,4,1,10,22
237,30007611,1,5,3,-2,910,1440,1,-2,-2,-2,-2,530,22
238,30007611,2,1,1,-2,0,540,1,-2,-2,-2,-2,540,23
239,30007611,2,2,-2,1,540,560,-2,1,16,2,1,20,23
240,30007611,2,3,2,-2,560,630,16,-2,-2,-2,-2,70,23
241,30007611,2,4,-2,2,630,650,-2,16,1,2,1,20,23
242,30007611,2,5,3,-2,650,1020,1,-2,-2,-2,-2,370,23
243,30007611,2,6,-2,3,1020,1040,-2,1,15,2,1,20,23
244,30007611,2,7,4,-2,1040,1110,15,-2,-2,-2,-2,70,23
245,30007611,2,8,-2,4,1110,1130,-2,15,1,2,1,20,23
246,30007611,2,9,5,-2,1130,1440,1,-2,-2,-2,-2,310,23
247,30007611,4,1,1,-2,0,330,1,-2,-2,-2,-2,330,24
248,30007611,4,2,-2,1,330,360,-2,1,3,5,1,30,24
249,30007611,4,3,2,-2,360,390,3,-2,-2,-2,-2,30,24
250,30007611,4,4,-2,2,390,405,-2,3,11,5,1,15,24
251,30007611,4,5,3,-2,405,420,11,-2,-2,-2,-2,15,24
252,30007611,4,6,-2,3,420,445,-2,11,3,5,1,25,24
253,30007611,4,7,4,-2,445,960,3,-2,-2,-2,-2,515,24
254,30007611,4,8,-2,4,960,990,-2,3,1,5,1,30,24
255,30007611,4,9,5,-2,990,1440,1,-2,-2,-2,-2,450,24
256,30007976,1,1,1,-2,0,525,1,-2,-2,-2,-2,525,25
257,30007976,1,2,-2,1,525,540,-2,1,13,3,2,15,25
258,30007976,1,3,2,-2,540,555,13,-2,-2,-2,-2,15,25
259,30007976,1,4,-2,2,555,560,-2,13,11,3,2,5,25
260,30007976,1,5,3,-2,560,575,11,-2,-2,-2,-2,15,25
261,30007976,1,6,-2,3,575,590,-2,11,10,3,2,15,25
262,30007976,1,7,4,-2,590,810,10,-2,-2,-2,-2,220,25
263,30007976,1,8,-2,4,810,825,-2,10,11,3,2,15,25
264,30007976,1,9,5,-2,825,840,11,-2,-2,-2,-2,15,25
265,30007976,1,10,-2,5,840,855,-2,11,1,3,2,15,25
266,30007976,1,11,6,-2,855,1440,1,-2,-2,-2,-2,585,25
267,30008488,2,1,1,-2,0,750,3,-2,-2,-2,-2,750,26
268,30008488,2,2,-2,1,750,780,-2,3,1,6,1,30,26
269,30008488,2,3,2,-2,780,1440,1,-2,-2,-2,-2,660,26
270,30008623,1,1,1,-2,0,510,1,-2,-2,-2,-2,510,27
271,30008623,1,2,-2,1,510,600,-2,1,18,4,2,90,27
272,30008623,1,3,2,-2,600,660,18,-2,-2,-2,-2,60,27
273,30008623,1,4,-2,2,660,670,-2,18,11,4,2,10,27
274,30008623,1,5,3,-2,670,690,11,-2,-2,-2,-2,20,27
275,30008623,1,6,-2,3,690,700,-2,11,13,4,2,10,27
276,30008623,1,7,4,-2,700,760,13,-2,-2,-2,-2,60,27
277,30008623,1,8,-2,4,760,840,-2,13,14,4,2,80,27
278,30008623,1,9,5,-2,840,850,14,-2,-2,-2,-2,10,27
279,30008623,1,10,-2,5,850,865,-2,14,1,4,2,15,27
280,30008623,1,11,6,-2,865,1440,1,-2,-2,-2,-2,575,27
281,30008623,2,1,1,-2,0,510,1,-2,-2,-2,-2,510,28
282,30008623,2,2,-2,1,510,600,-2,1,18,4,2,90,28
283,30008623,2,3,2,-2,600,660,18,-2,-2,-2,-2,60,28
284,30008623,2,4,-2,2,660,670,-2,18,11,4,2,10,28
285,30008623,2,5,3,-2,670,685,11,-2,-2,-2,-2,15,28
286,30008623,2,6,-2,3,685,700,-2,11,13,4,2,15,28
287,30008623,2,7,4,-2,700,760,13,-2,-2,-2,-2,60,28
288,30008623,2,8,-2,4,760,840,-2,13,14,4,2,80,28
289,30008623,2,9,5,-2,840,850,14,-2,-2,-2,-2,10,28
290,30008623,2,10,-2,5,850,865,-2,14,1,4,2,15,28
291,30008623,2,11,6,-2,865,1440,1,-2,-2,-2,-2,575,28
292,30009049,1,1,1,-2,0,450,1,-2,-2,-2,-2,450,29
293,30009049,1,2,-2,1,450,465,-2,1,11,3,1,15,29
294,30009049,1,3,2,-2,465,490,11,-2,-2,-2,-2,25,29
295,30009049,1,4,-2,2,490,495,-2,11,3,3,1,5,29
296,30009049,1,5,3,-2,495,665,3,-2,-2,-2,-2,170,29
297,30009049,1,6,-2,3,665,668,-2,3,11,3,1,3,29
298,30009049,1,7,4,-2,668,694,11,-2,-2,-2,-2,26,29
299,30009049,1,8,-2,4,694,697,-2,11,3,3,1,3,29
300,30009049,1,9,5,-2,697,1045,3,-2,-2,-2,-2,348,29
301,30009049,1,10,-2,5,1045,1060,-2,3,1,3,1,15,29
302,30009049,1,11,6,-2,1060,1440,1,-2,-2,-2,-2,380,29
303,30009049,2,1,1,-2,0,245,1,-2,-2,-2,-2,245,30
304,30009049,2,2,-2,1,245,255,-2,1,3,6,1,10,30
305,30009049,2,3,2,-2,255,660,3,-2,-2,-2,-2,405,30
306,30009049,2,4,-2,2,660,675,-2,3,1,6,1,15,30
307,30009049,2,5,3,-2,675,1440,1,-2,-2,-2,-2,765,30
308,30009343,1,1,1,-2,0,540,1,-2,-2,-2,-2,540,31
309,30009343,1,2,-2,1,540,541,-2,1,16,1,1,1,31
310,30009343,1,3,2,-2,541,690,16,-2,-2,-2,-2,149,31
311,30009343,1,4,-2,2,690,691,-2,16,1,1,1,1,31
312,30009343,1,5,3,-2,691,750,1,-2,-2,-2,-2,59,31
313,30009343,1,6,-2,3,750,753,-2,1,12,1,1,3,31
314,30009343,1,7,4,-2,753,780,12,-2,-2,-2,-2,27,31
315,30009343,1,8,-2,4,780,782,-2,12,1,1,1,2,31
316,30009343,1,9,5,-2,782,825,1,-2,-2,-2,-2,43,31
317,30009343,1,10,-2,5,825,826,-2,1,1,1,1,1,31
318,30009343,1,11,6,-2,826,1440,1,-2,-2,-2,-2,614,31
319,30009343,2,1,1,-2,0,825,1,-2,-2,-2,-2,825,32
320,30009343,2,2,-2,1,825,855,-2,1,18,3,1,30,32
321,30009343,2,3,2,-2,855,949,18,-2,-2,-2,-2,94,32
322,30009343,2,4,-2,2,949,980,-2,18,1,3,1,31,32
323,30009343,2,5,3,-2,980,981,1,-2,-2,-2,-2,1,32
324,30009343,2,6,-2,3,981,982,-2,1,1,3,1,1,32
325,30009343,2,7,4,-2,982,1440,1,-2,-2,-2,-2,458,32
326,30009616,1,1,1,-2,0,270,1,-2,-2,-2,-2,270,33
327,30009616,1,2,-2,1,270,295,-2,1,3,4,1,25,33
328,30009616,1,3,2,-2,295,935,3,-2,-2,-2,-2,640,33
329,30009616,1,4,-2,2,935,985,-2,3,1,4,1,50,33
330,30009616,1,5,3,-2,985,1440,1,-2,-2,-2,-2,455,33
331,30009619,1,1,1,-2,0,900,1,-2,-2,-2,-2,900,33
332,30009619,1,2,-2,1,900,920,-2,1,15,6,1,20,33
333,30009619,1,3,2,-2,920,1140,15,-2,-2,-2,-2,220,33
334,30009619,1,4,-2,2,1140,1160,-2,15,1,6,1,20,33
335,30009619,1,5,3,-2,1160,1440,1,-2,-2,-2,-2,280,33
336,30010466,2,1,1,-2,0,390,1,-2,-2,-2,-2,390,34
337,30010466,2,2,-2,1,390,395,-2,1,17,7,1,5,34
338,30010466,2,3,2,-2,395,410,17,-2,-2,-2,-2,15,34
339,30010466,2,4,-2,2,410,413,-2,17,17,7,1,3,34
340,30010466,2,5,3,-2,413,435,17,-2,-2,-2,-2,22,34
341,30010466,2,6,-2,3,435,436,-2,17,1,7,1,1,34
342,30010466,2,7,4,-2,436,720,1,-2,-2,-2,-2,284,34
343,30010466,2,8,-2,4,720,725,-2,1,14,7,1,5,34
344,30010466,2,9,5,-2,725,726,14,-2,-2,-2,-2,1,34
345,30010466,2,10,-2,5,726,730,-2,14,1,7,1,4,34
346,30010466,2,11,6,-2,730,1440,1,-2,-2,-2,-2,710,34
347,30011087,1,1,1,-2,0,470,1,-2,-2,-2,-2,470,35
348,30011087,1,2,-2,1,470,500,-2,1,16,1,1,30,35
349,30011087,1,3,2,-2,500,505,16,-2,-2,-2,-2,5,35
350,30011087,1,4,-2,2,505,540,-2,16,1,1,1,35,35
351,30011087,1,5,3,-2,540,875,1,-2,-2,-2,-2,335,35
352,30011087,1,6,-2,3,875,880,-2,1,1,1,1,5,35
353,30011087,1,7,4,-2,880,898,1,-2,-2,-2,-2,18,35
354,30011087,1,8,-2,4,898,914,-2,1,1,1,1,16,35
355,30011087,1,9,5,-2,914,1020,1,-2,-2,-2,-2,106,35
356,30011087,1,10,-2,5,1020,1041,-2,1,1,1,2,21,35
357,30011087,1,11,6,-2,1041,1045,1,-2,-2,-2,-2,4,35
358,30011087,1,12,-2,6,1045,1065,-2,1,1,1,1,20,35
359,30011087,1,13,7,-2,1065,1440,1,-2,-2,-2,-2,375,35
360,30011148,1,1,1,-2,0,454,1,-2,-2,-2,-2,454,35
361,30011148,1,2,-2,1,454,464,-2,1,3,3,1,10,35
362,30011148,1,3,2,-2,464,583,3,-2,-2,-2,-2,119,35
363,30011148,1,4,-2,2,583,594,-2,3,1,3,1,11,35
364,30011148,1,5,3,-2,594,1440,1,-2,-2,-2,-2,846,35
365,30011150,1,1,1,-2,0,690,17,-2,-2,-2,-2,690,35
366,30011150,1,2,-2,1,690,755,-2,17,17,3,4,65,35
367,30011150,1,3,2,-2,755,970,17,-2,-2,-2,-2,215,35
368,30011150,1,4,-2,2,970,985,-2,17,15,3,4,15,35
369,30011150,1,5,3,-2,985,1053,15,-2,-2,-2,-2,68,35
370,30011150,1,6,-2,3,1053,1108,-2,15,17,3,3,55,35
371,30011150,1,7,4,-2,1108,1440,17,-2,-2,-2,-2,332,35
372,30011415,1,1,1,-2,0,460,1,-2,-2,-2,-2,460,35
373,30011415,1,2,-2,1,460,480,-2,1,3,4,1,20,35
374,30011415,1,3,2,-2,480,1050,3,-2,-2,-2,-2,570,35
375,30011415,1,4,-2,2,1050,1070,-2,3,13,4,1,20,35
376,30011415,1,5,3,-2,1070,1080,13,-2,-2,-2,-2,10,35
377,30011415,1,6,-2,3,1080,1090,-2,13,1,4,1,10,35
378,30011415,1,7,4,-2,1090,1210,1,-2,-2,-2,-2,120,35
379,30011415,1,8,-2,4,1210,1255,-2,1,1,1,2,45,35
380,30011415,1,9,5,-2,1255,1440,1,-2,-2,-2,-2,185,35
381,30011415,2,1,1,-2,0,410,1,-2,-2,-2,-2,410,36
382,30011415,2,2,-2,1,410,430,-2,1,3,3,1,20,36
383,30011415,2,3,2,-2,430,1065,3,-2,-2,-2,-2,635,36
384,30011415,2,4,-2,2,1065,1080,-2,3,11,3,1,15,36
