,at_id,act_id,trip_id,BegTime,EndTime,ActType,O_pur,D_pur,Mode,Numontrp,AT_Dur,new_id,student,worker,new_id_2
0,1,1,-2,0,740,1,-2,-2,-2,-2,740,1,False,False,1
1,2,-2,1,740,748,-2,1,13,17,2,8,1,False,False,1
2,3,2,-2,748,810,13,-2,-2,-2,-2,62,1,False,False,1
3,4,-2,2,810,820,-2,13,1,17,2,10,1,False,False,1
4,5,3,-2,820,1440,1,-2,-2,-2,-2,620,1,False,False,1
5,1,1,-2,0,550,1,-2,-2,-2,-2,550,1,False,False,1
6,2,-2,1,550,554,-2,1,12,6,1,4,1,False,False,1
7,3,2,-2,554,592,12,-2,-2,-2,-2,38,1,False,False,1
8,4,-2,2,592,596,-2,12,1,6,1,4,1,False,False,1
9,5,3,-2,596,955,1,-2,-2,-2,-2,359,1,False,False,1
10,6,-2,3,955,1090,-2,1,17,4,2,135,1,False,False,1
11,7,4,-2,1090,1105,17,-2,-2,-2,-2,15,1,False,False,1
12,8,-2,4,1105,1178,-2,17,13,4,4,73,1,False,False,1
13,9,5,-2,1178,1255,13,-2,-2,-2,-2,77,1,False,False,1
14,10,-2,5,1255,1278,-2,13,17,4,4,23,1,False,False,1
15,11,6,-2,1278,1440,17,-2,-2,-2,-2,162,1,False,False,1
52,1,1,-2,0,540,1,-2,-2,-2,-2,540,4,False,False,4
53,2,-2,1,540,560,-2,1,11,3,2,20,4,False,False,4
54,3,2,-2,560,570,11,-2,-2,-2,-2,10,4,False,False,4
55,4,-2,2,570,705,-2,11,13,3,2,135,4,False,False,4
56,5,3,-2,705,739,13,-2,-2,-2,-2,34,4,False,False,4
57,6,-2,3,739,900,-2,13,17,3,2,161,4,False,False,4
58,7,4,-2,900,1440,17,-2,-2,-2,-2,540,4,False,False,4
100,1,1,-2,0,960,1,-2,-2,-2,-2,960,7,False,False,7
101,2,-2,1,960,975,-2,1,11,6,5,15,7,False,False,7
102,3,2,-2,975,1050,11,-2,-2,-2,-2,75,7,False,False,7
103,4,-2,2,1050,1080,-2,11,11,6,5,30,7,False,False,7
104,5,3,-2,1080,1110,11,-2,-2,-2,-2,30,7,False,False,7
105,6,-2,3,1110,1140,-2,11,1,6,5,30,7,False,False,7
106,7,4,-2,1140,1440,1,-2,-2,-2,-2,300,7,False,False,7
107,1,1,-2,0,960,1,-2,-2,-2,-2,960,8,False,False,8
108,2,-2,1,960,975,-2,1,11,6,5,15,8,False,False,8
109,3,2,-2,975,1050,11,-2,-2,-2,-2,75,8,False,False,8
110,4,-2,2,1050,1080,-2,11,11,6,5,30,8,False,False,8
111,5,3,-2,1080,1110,11,-2,-2,-2,-2,30,8,False,False,8
112,6,-2,3,1110,1140,-2,11,1,6,5,30,8,False,False,8
113,7,4,-2,1140,1440,1,-2,-2,-2,-2,300,8,False,False,8
151,1,1,-2,0,502,1,-2,-2,-2,-2,502,12,False,False,12
152,2,-2,1,502,510,-2,1,6,3,2,8,12,False,False,12
153,3,2,-2,510,512,6,-2,-2,-2,-2,2,12,False,False,12
154,4,-2,2,512,523,-2,6,1,3,1,11,12,False,False,12
155,5,3,-2,523,601,1,-2,-2,-2,-2,78,12,False,False,12
156,6,-2,3,601,611,-2,1,17,3,1,10,12,False,False,12
157,7,4,-2,611,626,17,-2,-2,-2,-2,15,12,False,False,12
158,8,-2,4,626,632,-2,17,11,3,1,6,12,False,False,12
159,9,5,-2,632,659,11,-2,-2,-2,-2,27,12,False,False,12
160,10,-2,5,659,674,-2,11,1,3,1,15,12,False,False,12
161,11,6,-2,674,699,1,-2,-2,-2,-2,25,12,False,False,12
162,12,-2,6,699,701,-2,1,17,3,2,2,12,False,False,12
163,13,7,-2,701,735,17,-2,-2,-2,-2,34,12,False,False,12
164,14,-2,7,735,738,-2,17,1,3,2,3,12,False,False,12
165,15,8,-2,738,789,1,-2,-2,-2,-2,51,12,False,False,12
166,16,-2,8,789,796,-2,1,11,3,1,7,12,False,False,12
167,17,9,-2,796,818,11,-2,-2,-2,-2,22,12,False,False,12
168,18,-2,9,818,827,-2,11,1,3,1,9,12,False,False,12
169,19,10,-2,827,904,1,-2,-2,-2,-2,77,12,False,False,12
170,20,-2,10,904,910,-2,1,6,3,1,6,12,False,False,12
171,21,11,-2,910,926,6,-2,-2,-2,-2,16,12,False,False,12
172,22,-2,11,926,936,-2,6,1,3,2,10,12,False,False,12
173,23,12,-2,936,1440,1,-2,-2,-2,-2,504,12,False,False,12
174,1,1,-2,0,699,1,-2,-2,-2,-2,699,13,False,False,13
175,2,-2,1,699,701,-2,1,17,3,2,2,13,False,False,13
176,3,2,-2,701,735,17,-2,-2,-2,-2,34,13,False,False,13
177,4,-2,2,735,738,-2,17,1,3,2,3,13,False,False,13
178,5,3,-2,738,1440,1,-2,-2,-2,-2,702,13,False,False,13
184,1,1,-2,0,585,1,-2,-2,-2,-2,585,15,False,False,15
185,2,-2,1,585,600,-2,1,19,3,2,15,15,False,False,15
186,3,2,-2,600,770,19,-2,-2,-2,-2,170,15,False,False,15
187,4,-2,2,770,785,-2,19,1,3,2,15,15,False,False,15
188,5,3,-2,785,1440,1,-2,-2,-2,-2,655,15,False,False,15
189,1,1,-2,0,720,15,-2,-2,-2,-2,720,16,False,False,16
190,2,-2,1,720,1125,-2,15,1,18,4,405,16,False,False,16
191,3,2,-2,1125,1440,1,-2,-2,-2,-2,315,16,False,False,16
192,1,1,-2,0,585,19,-2,-2,-2,-2,585,17,False,False,17
193,2,-2,1,585,600,-2,19,19,3,2,15,17,False,False,17
194,3,2,-2,600,770,19,-2,-2,-2,-2,170,17,False,False,17
195,4,-2,2,770,785,-2,19,1,3,2,15,17,False,False,17
196,5,3,-2,785,1440,1,-2,-2,-2,-2,655,17,False,False,17
197,1,1,-2,0,465,1,-2,-2,-2,-2,465,18,False,False,18
198,2,-2,1,465,480,-2,1,6,4,2,15,18,False,False,18
199,3,2,-2,480,481,6,-2,-2,-2,-2,1,18,False,False,18
200,4,-2,2,481,490,-2,6,11,4,1,9,18,False,False,18
201,5,3,-2,490,550,11,-2,-2,-2,-2,60,18,False,False,18
202,6,-2,3,550,570,-2,11,1,4,1,20,18,False,False,18
203,7,4,-2,570,885,1,-2,-2,-2,-2,315,18,False,False,18
204,8,-2,4,885,895,-2,1,6,4,1,10,18,False,False,18
205,9,5,-2,895,905,6,-2,-2,-2,-2,10,18,False,False,18
206,10,-2,5,905,920,-2,6,1,4,2,15,18,False,False,18
207,11,6,-2,920,1440,1,-2,-2,-2,-2,520,18,False,False,18
213,1,1,-2,0,535,1,-2,-2,-2,-2,535,20,False,False,20
214,2,-2,1,535,540,-2,1,6,4,2,5,20,False,False,20
215,3,2,-2,540,555,6,-2,-2,-2,-2,15,20,False,False,20
216,4,-2,2,555,565,-2,6,13,4,4,10,20,False,False,20
217,5,3,-2,565,600,13,-2,-2,-2,-2,35,20,False,False,20
218,6,-2,3,600,620,-2,13,6,4,4,20,20,False,False,20
219,7,4,-2,620,625,6,-2,-2,-2,-2,5,20,False,False,20
220,8,-2,4,625,665,-2,6,1,4,2,40,20,False,False,20
221,9,5,-2,665,780,1,-2,-2,-2,-2,115,20,False,False,20
222,10,-2,5,780,815,-2,1,15,4,2,35,20,False,False,20
223,11,6,-2,815,960,15,-2,-2,-2,-2,145,20,False,False,20
224,12,-2,6,960,990,-2,15,13,4,2,30,20,False,False,20
225,13,7,-2,990,1095,13,-2,-2,-2,-2,105,20,False,False,20
226,14,-2,7,1095,1105,-2,13,1,4,2,10,20,False,False,20
227,15,8,-2,1105,1440,1,-2,-2,-2,-2,335,20,False,False,20
228,1,1,-2,0,385,1,-2,-2,-2,-2,385,21,False,False,21
229,2,-2,1,385,390,-2,1,15,4,1,5,21,False,False,21
230,3,2,-2,390,435,15,-2,-2,-2,-2,45,21,False,False,21
231,4,-2,2,435,440,-2,15,1,4,1,5,21,False,False,21
232,5,3,-2,440,1440,1,-2,-2,-2,-2,1000,21,False,False,21
238,1,1,-2,0,540,1,-2,-2,-2,-2,540,23,False,False,23
239,2,-2,1,540,560,-2,1,16,2,1,20,23,False,False,23
240,3,2,-2,560,630,16,-2,-2,-2,-2,70,23,False,False,23
241,4,-2,2,630,650,-2,16,1,2,1,20,23,False,False,23
242,5,3,-2,650,1020,1,-2,-2,-2,-2,370,23,False,False,23
243,6,-2,3,1020,1040,-2,1,15,2,1,20,23,False,False,23
244,7,4,-2,1040,1110,15,-2,-2,-2,-2,70,23,False,False,23
245,8,-2,4,1110,1130,-2,15,1,2,1,20,23,False,False,23
246,9,5,-2,1130,1440,1,-2,-2,-2,-2,310,23,False,False,23
256,1,1,-2,0,525,1,-2,-2,-2,-2,525,25,False,False,25
257,2,-2,1,525,540,-2,1,13,3,2,15,25,False,False,25
258,3,2,-2,540,555,13,-2,-2,-2,-2,15,25,False,False,25
259,4,-2,2,555,560,-2,13,11,3,2,5,25,False,False,25
260,5,3,-2,560,575,11,-2,-2,-2,-2,15,25,False,False,25
261,6,-2,3,575,590,-2,11,10,3,2,15,25,False,False,25
262,7,4,-2,590,810,10,-2,-2,-2,-2,220,25,False,False,25
263,8,-2,4,810,825,-2,10,11,3,2,15,25,False,False,25
264,9,5,-2,825,840,11,-2,-2,-2,-2,15,25,False,False,25
265,10,-2,5,840,855,-2,11,1,3,2,15,25,False,False,25
266,11,6,-2,855,1440,1,-2,-2,-2,-2,585,25,False,False,25
270,1,1,-2,0,510,1,-2,-2,-2,-2,510,27,False,False,27
271,2,-2,1,510,600,-2,1,18,4,2,90,27,False,False,27
272,3,2,-2,600,660,18,-2,-2,-2,-2,60,27,False,False,27
273,4,-2,2,660,670,-2,18,11,4,2,10,27,False,False,27
274,5,3,-2,670,690,11,-2,-2,-2,-2,20,27,False,False,27
275,6,-2,3,690,700,-2,11,13,4,2,10,27,False,False,27
276,7,4,-2,700,760,13,-2,-2,-2,-2,60,27,False,False,27
277,8,-2,4,760,840,-2,13,14,4,2,80,27,False,False,27
278,9,5,-2,840,850,14,-2,-2,-2,-2,10,27,False,False,27
279,10,-2,5,850,865,-2,14,1,4,2,15,27,False,False,27
280,11,6,-2,865,1440,1,-2,-2,-2,-2,575,27,False,False,27
281,1,1,-2,0,510,1,-2,-2,-2,-2,510,28,False,False,28
282,2,-2,1,510,600,-2,1,18,4,2,90,28,False,False,28
283,3,2,-2,600,660,18,-2,-2,-2,-2,60,28,False,False,28
284,4,-2,2,660,670,-2,18,11,4,2,10,28,False,False,28
285,5,3,-2,670,685,11,-2,-2,-2,-2,15,28,False,False,28
286,6,-2,3,685,700,-2,11,13,4,2,15,28,False,False,28
287,7,4,-2,700,760,13,-2,-2,-2,-2,60,28,False,False,28
288,8,-2,4,760,840,-2,13,14,4,2,80,28,False,False,28
289,9,5,-2,840,850,14,-2,-2,-2,-2,10,28,False,False,28
290,10,-2,5,850,865,-2,14,1,4,2,15,28,False,False,28
291,11,6,-2,865,1440,1,-2,-2,-2,-2,575,28,False,False,28
308,1,1,-2,0,540,1,-2,-2,-2,-2,540,31,False,False,31
309,2,-2,1,540,541,-2,1,16,1,1,1,31,False,False,31
310,3,2,-2,541,690,16,-2,-2,-2,-2,149,31,False,False,31
311,4,-2,2,690,691,-2,16,1,1,1,1,31,False,False,31
312,5,3,-2,691,750,1,-2,-2,-2,-2,59,31,False,False,31
313,6,-2,3,750,753,-2,1,12,1,1,3,31,False,False,31
314,7,4,-2,753,780,12,-2,-2,-2,-2,27,31,False,False,31
315,8,-2,4,780,782,-2,12,1,1,1,2,31,False,False,31
316,9,5,-2,782,825,1,-2,-2,-2,-2,43,31,False,False,31
317,10,-2,5,825,826,-2,1,1,1,1,1,31,False,False,31
318,11,6,-2,826,1440,1,-2,-2,-2,-2,614,31,False,False,31
319,1,1,-2,0,825,1,-2,-2,-2,-2,825,32,False,False,32
320,2,-2,1,825,855,-2,1,18,3,1,30,32,False,False,32
321,3,2,-2,855,949,18,-2,-2,-2,-2,94,32,False,False,32
322,4,-2,2,949,980,-2,18,1,3,1,31,32,False,False,32
323,5,3,-2,980,981,1,-2,-2,-2,-2,1,32,False,False,32
324,6,-2,3,981,982,-2,1,1,3,1,1,32,False,False,32
325,7,4,-2,982,1440,1,-2,-2,-2,-2,458,32,False,False,32
336,1,1,-2,0,390,1,-2,-2,-2,-2,390,34,False,False,34
337,2,-2,1,390,395,-2,1,17,7,1,5,34,False,False,34
338,3,2,-2,395,410,17,-2,-2,-2,-2,15,34,False,False,34
339,4,-2,2,410,413,-2,17,17,7,1,3,34,False,False,34
340,5,3,-2,413,435,17,-2,-2,-2,-2,22,34,False,False,34
341,6,-2,3,435,436,-2,17,1,7,1,1,34,False,False,34
342,7,4,-2,436,720,1,-2,-2,-2,-2,284,34,False,False,34
343,8,-2,4,720,725,-2,1,14,7,1,5,34,False,False,34
344,9,5,-2,725,726,14,-2,-2,-2,-2,1,34,False,False,34
345,10,-2,5,726,730,-2,14,1,7,1,4,34,False,False,34
346,11,6,-2,730,1440,1,-2,-2,-2,-2,710,34,False,False,34
390,1,1,-2,0,239,1,-2,-2,-2,-2,239,37,False,False,37
391,2,-2,1,239,780,-2,1,13,3,4,541,37,False,False,37
392,3,2,-2,780,870,13,-2,-2,-2,-2,90,37,False,False,37
393,4,-2,2,870,880,-2,13,1,3,4,10,37,False,False,37
394,5,3,-2,880,1440,1,-2,-2,-2,-2,560,37,False,False,37
395,1,1,-2,0,440,1,-2,-2,-2,-2,440,37,False,False,37
396,2,-2,1,440,445,-2,1,6,1,5,5,37,False,False,37
397,3,2,-2,445,450,6,-2,-2,-2,-2,5,37,False,False,37
398,4,-2,2,450,455,-2,6,1,1,2,5,37,False,False,37
399,5,3,-2,455,780,1,-2,-2,-2,-2,325,37,False,False,37
400,6,-2,3,780,810,-2,1,14,4,3,30,37,False,False,37
401,7,4,-2,810,815,14,-2,-2,-2,-2,5,37,False,False,37
402,8,-2,4,815,845,-2,14,11,4,3,30,37,False,False,37
403,9,5,-2,845,890,11,-2,-2,-2,-2,45,37,False,False,37
404,10,-2,5,890,910,-2,11,1,4,3,20,37,False,False,37
405,11,6,-2,910,915,1,-2,-2,-2,-2,5,37,False,False,37
406,12,-2,6,915,918,-2,1,6,1,2,3,37,False,False,37
407,13,7,-2,918,925,6,-2,-2,-2,-2,7,37,False,False,37
408,14,-2,7,925,930,-2,6,1,1,4,5,37,False,False,37
409,15,8,-2,930,1040,1,-2,-2,-2,-2,110,37,False,False,37
410,16,-2,8,1040,1045,-2,1,6,1,4,5,37,False,False,37
411,17,9,-2,1045,1055,6,-2,-2,-2,-2,10,37,False,False,37
412,18,-2,9,1055,1060,-2,6,1,1,5,5,37,False,False,37
413,19,10,-2,1060,1440,1,-2,-2,-2,-2,380,37,False,False,37
414,1,1,-2,0,780,1,-2,-2,-2,-2,780,38,False,False,38
415,2,-2,1,780,810,-2,1,14,4,3,30,38,False,False,38
416,3,2,-2,810,815,14,-2,-2,-2,-2,5,38,False,False,38
417,4,-2,2,815,845,-2,14,11,4,3,30,38,False,False,38
418,5,3,-2,845,890,11,-2,-2,-2,-2,45,38,False,False,38
419,6,-2,3,890,910,-2,11,1,4,3,20,38,False,False,38
420,7,4,-2,910,1440,1,-2,-2,-2,-2,530,38,False,False,38
433,1,1,-2,0,1030,1,-2,-2,-2,-2,1030,41,False,False,41
434,2,-2,1,1030,1050,-2,1,1,3,2,20,41,False,False,41
435,3,2,-2,1050,1440,1,-2,-2,-2,-2,390,41,False,False,41
436,1,1,-2,0,645,1,-2,-2,-2,-2,645,42,False,False,42
437,2,-2,1,645,663,-2,1,11,3,3,18,42,False,False,42
438,3,2,-2,663,665,11,-2,-2,-2,-2,2,42,False,False,42
439,4,-2,2,665,670,-2,11,11,3,3,5,42,False,False,42
440,5,3,-2,670,715,11,-2,-2,-2,-2,45,42,False,False,42
441,6,-2,3,715,720,-2,11,11,3,3,5,42,False,False,42
442,7,4,-2,720,749,11,-2,-2,-2,-2,29,42,False,False,42
443,8,-2,4,749,757,-2,11,11,3,3,8,42,False,False,42
444,9,5,-2,757,758,11,-2,-2,-2,-2,1,42,False,False,42
445,10,-2,5,758,795,-2,11,1,3,3,37,42,False,False,42
446,11,6,-2,795,1440,1,-2,-2,-2,-2,645,42,False,False,42
447,1,1,-2,0,645,1,-2,-2,-2,-2,645,43,False,False,43
448,2,-2,1,645,663,-2,1,11,3,3,18,43,False,False,43
449,3,2,-2,663,665,11,-2,-2,-2,-2,2,43,False,False,43
450,4,-2,2,665,670,-2,11,11,3,3,5,43,False,False,43
451,5,3,-2,670,715,11,-2,-2,-2,-2,45,43,False,False,43
452,6,-2,3,715,720,-2,11,11,3,3,5,43,False,False,43
453,7,4,-2,720,749,11,-2,-2,-2,-2,29,43,False,False,43
454,8,-2,4,749,757,-2,11,11,3,3,8,43,False,False,43
455,9,5,-2,757,758,11,-2,-2,-2,-2,1,43,False,False,43
456,10,-2,5,758,795,-2,11,1,3,3,37,43,False,False,43
457,11,6,-2,795,1440,1,-2,-2,-2,-2,645,43,False,False,43
458,1,1,-2,0,645,17,-2,-2,-2,-2,645,44,False,False,44
459,2,-2,1,645,663,-2,17,11,3,3,18,44,False,False,44
460,3,2,-2,663,665,11,-2,-2,-2,-2,2,44,False,False,44
461,4,-2,2,665,670,-2,11,11,3,3,5,44,False,False,44
462,5,3,-2,670,715,11,-2,-2,-2,-2,45,44,False,False,44
463,6,-2,3,715,720,-2,11,11,3,3,5,44,False,False,44
464,7,4,-2,720,749,11,-2,-2,-2,-2,29,44,False,False,44
465,8,-2,4,749,757,-2,11,11,3,3,8,44,False,False,44
466,9,5,-2,757,758,11,-2,-2,-2,-2,1,44,False,False,44
467,10,-2,5,758,795,-2,11,17,3,3,37,44,False,False,44
468,11,6,-2,795,1440,17,-2,-2,-2,-2,645,44,False,False,44
469,1,1,-2,0,838,1,-2,-2,-2,-2,838,45,False,False,45
470,2,-2,1,838,851,-2,1,14,3,4,13,45,False,False,45
471,3,2,-2,851,852,14,-2,-2,-2,-2,1,45,False,False,45
472,4,-2,2,852,858,-2,14,15,3,4,6,45,False,False,45
473,5,3,-2,858,862,15,-2,-2,-2,-2,4,45,False,False,45
474,6,-2,3,862,870,-2,15,11,3,4,8,45,False,False,45
475,7,4,-2,870,885,11,-2,-2,-2,-2,15,45,False,False,45
476,8,-2,4,885,891,-2,11,1,3,3,6,45,False,False,45
477,9,5,-2,891,1440,1,-2,-2,-2,-2,549,45,False,False,45
478,1,1,-2,0,838,1,-2,-2,-2,-2,838,46,False,False,46
479,2,-2,1,838,851,-2,1,14,3,3,13,46,False,False,46
480,3,2,-2,851,852,14,-2,-2,-2,-2,1,46,False,False,46
481,4,-2,2,852,858,-2,14,15,3,3,6,46,False,False,46
482,5,3,-2,858,862,15,-2,-2,-2,-2,4,46,False,False,46
483,6,-2,3,862,870,-2,15,11,3,3,8,46,False,False,46
484,7,4,-2,870,885,11,-2,-2,-2,-2,15,46,False,False,46
485,8,-2,4,885,891,-2,11,1,3,3,6,46,False,False,46
486,9,5,-2,891,1440,1,-2,-2,-2,-2,549,46,False,False,46
487,1,1,-2,0,838,1,-2,-2,-2,-2,838,47,False,False,47
488,2,-2,1,838,851,-2,1,14,3,3,13,47,False,False,47
489,3,2,-2,851,852,14,-2,-2,-2,-2,1,47,False,False,47
490,4,-2,2,852,858,-2,14,15,3,3,6,47,False,False,47
491,5,3,-2,858,862,15,-2,-2,-2,-2,4,47,False,False,47
492,6,-2,3,862,870,-2,15,11,3,3,8,47,False,False,47
493,7,4,-2,870,885,11,-2,-2,-2,-2,15,47,False,False,47
494,8,-2,4,885,891,-2,11,1,3,3,6,47,False,False,47
495,9,5,-2,891,1440,1,-2,-2,-2,-2,549,47,False,False,47
496,1,1,-2,0,825,1,-2,-2,-2,-2,825,48,False,False,48
497,2,-2,1,825,830,-2,1,97,4,2,5,48,False,False,48
498,3,2,-2,830,835,97,-2,-2,-2,-2,5,48,False,False,48
499,4,-2,2,835,845,-2,97,14,4,2,10,48,False,False,48
500,5,3,-2,845,847,14,-2,-2,-2,-2,2,48,False,False,48
501,6,-2,3,847,860,-2,14,11,4,2,13,48,False,False,48
502,7,4,-2,860,888,11,-2,-2,-2,-2,28,48,False,False,48
503,8,-2,4,888,897,-2,11,11,4,2,9,48,False,False,48
504,9,5,-2,897,915,11,-2,-2,-2,-2,18,48,False,False,48
505,10,-2,5,915,920,-2,11,11,4,2,5,48,False,False,48
506,11,6,-2,920,930,11,-2,-2,-2,-2,10,48,False,False,48
507,12,-2,6,930,935,-2,11,14,4,2,5,48,False,False,48
508,13,7,-2,935,940,14,-2,-2,-2,-2,5,48,False,False,48
509,14,-2,7,940,955,-2,14,1,4,2,15,48,False,False,48
510,15,8,-2,955,1440,1,-2,-2,-2,-2,485,48,False,False,48
531,1,1,-2,0,930,1,-2,-2,-2,-2,930,50,False,False,50
532,2,-2,1,930,960,-2,1,17,8,1,30,50,False,False,50
533,3,2,-2,960,1080,17,-2,-2,-2,-2,120,50,False,False,50
534,4,-2,2,1080,1110,-2,17,1,8,1,30,50,False,False,50
535,5,3,-2,1110,1440,1,-2,-2,-2,-2,330,50,False,False,50
575,1,1,-2,0,870,1,-2,-2,-2,-2,870,53,False,False,53
576,2,-2,1,870,885,-2,1,18,4,1,15,53,False,False,53
577,3,2,-2,885,945,18,-2,-2,-2,-2,60,53,False,False,53
578,4,-2,2,945,960,-2,18,1,4,1,15,53,False,False,53
579,5,3,-2,960,1440,1,-2,-2,-2,-2,480,53,False,False,53
589,1,1,-2,0,480,1,-2,-2,-2,-2,480,55,False,False,55
590,2,-2,1,480,540,-2,1,1,1,2,60,55,False,False,55
591,3,2,-2,540,600,1,-2,-2,-2,-2,60,55,False,False,55
592,4,-2,2,600,605,-2,1,1,1,2,5,55,False,False,55
593,5,3,-2,605,630,1,-2,-2,-2,-2,25,55,False,False,55
594,6,-2,3,630,645,-2,1,11,6,2,15,55,False,False,55
595,7,4,-2,645,685,11,-2,-2,-2,-2,40,55,False,False,55
596,8,-2,4,685,705,-2,11,1,6,2,20,55,False,False,55
597,9,5,-2,705,715,1,-2,-2,-2,-2,10,55,False,False,55
598,10,-2,5,715,730,-2,1,1,1,1,15,55,False,False,55
599,11,6,-2,730,1440,1,-2,-2,-2,-2,710,55,False,False,55
600,1,1,-2,0,510,1,-2,-2,-2,-2,510,56,False,False,56
601,2,-2,1,510,540,-2,1,1,1,2,30,56,False,False,56
602,3,2,-2,540,630,1,-2,-2,-2,-2,90,56,False,False,56
603,4,-2,2,630,645,-2,1,11,6,2,15,56,False,False,56
604,5,3,-2,645,685,11,-2,-2,-2,-2,40,56,False,False,56
605,6,-2,3,685,705,-2,11,1,6,2,20,56,False,False,56
606,7,4,-2,705,1440,1,-2,-2,-2,-2,735,56,False,False,56
607,1,1,-2,0,420,1,-2,-2,-2,-2,420,57,False,False,57
608,2,-2,1,420,440,-2,1,19,3,1,20,57,False,False,57
609,3,2,-2,440,480,19,-2,-2,-2,-2,40,57,False,False,57
610,4,-2,2,480,485,-2,19,11,3,1,5,57,False,False,57
611,5,3,-2,485,495,11,-2,-2,-2,-2,10,57,False,False,57
612,6,-2,3,495,510,-2,11,1,3,1,15,57,False,False,57
613,7,4,-2,510,1440,1,-2,-2,-2,-2,930,57,False,False,57
614,1,1,-2,0,734,9,-2,-2,-2,-2,734,57,False,False,57
615,2,-2,1,734,745,-2,9,11,3,2,11,57,False,False,57
616,3,2,-2,745,852,11,-2,-2,-2,-2,107,57,False,False,57
617,4,-2,2,852,862,-2,11,1,3,2,10,57,False,False,57
618,5,3,-2,862,1440,1,-2,-2,-2,-2,578,57,False,False,57
619,1,1,-2,0,734,1,-2,-2,-2,-2,734,58,False,False,58
620,2,-2,1,734,745,-2,1,11,3,2,11,58,False,False,58
621,3,2,-2,745,852,11,-2,-2,-2,-2,107,58,False,False,58
622,4,-2,2,852,862,-2,11,1,3,2,10,58,False,False,58
623,5,3,-2,862,970,1,-2,-2,-2,-2,108,58,False,False,58
624,6,-2,3,970,987,-2,1,11,2,1,17,58,False,False,58
625,7,4,-2,987,1047,11,-2,-2,-2,-2,60,58,False,False,58
626,8,-2,4,1047,1063,-2,11,1,2,1,16,58,False,False,58
627,9,5,-2,1063,1440,1,-2,-2,-2,-2,377,58,False,False,58
650,1,1,-2,0,630,1,-2,-2,-2,-2,630,61,False,False,61
651,2,-2,1,630,640,-2,1,11,4,2,10,61,False,False,61
652,3,2,-2,640,655,11,-2,-2,-2,-2,15,61,False,False,61
653,4,-2,2,655,664,-2,11,16,4,2,9,61,False,False,61
654,5,3,-2,664,750,16,-2,-2,-2,-2,86,61,False,False,61
655,6,-2,3,750,759,-2,16,14,4,2,9,61,False,False,61
656,7,4,-2,759,795,14,-2,-2,-2,-2,36,61,False,False,61
657,8,-2,4,795,801,-2,14,1,4,2,6,61,False,False,61
658,9,5,-2,801,923,1,-2,-2,-2,-2,122,61,False,False,61
659,10,-2,5,923,935,-2,1,1,1,1,12,61,False,False,61
660,11,6,-2,935,1440,1,-2,-2,-2,-2,505,61,False,False,61
661,1,1,-2,0,360,1,-2,-2,-2,-2,360,62,False,False,62
662,2,-2,1,360,480,-2,1,1,1,1,120,62,False,False,62
663,3,2,-2,480,660,1,-2,-2,-2,-2,180,62,False,False,62
664,4,-2,2,660,675,-2,1,14,4,1,15,62,False,False,62
665,5,3,-2,675,680,14,-2,-2,-2,-2,5,62,False,False,62
666,6,-2,3,680,682,-2,14,18,4,1,2,62,False,False,62
667,7,4,-2,682,720,18,-2,-2,-2,-2,38,62,False,False,62
668,8,-2,4,720,725,-2,18,11,4,1,5,62,False,False,62
669,9,5,-2,725,765,11,-2,-2,-2,-2,40,62,False,False,62
670,10,-2,5,765,790,-2,11,1,4,1,25,62,False,False,62
671,11,6,-2,790,1170,1,-2,-2,-2,-2,380,62,False,False,62
672,12,-2,6,1170,1180,-2,1,15,4,2,10,62,False,False,62
673,13,7,-2,1180,1310,15,-2,-2,-2,-2,130,62,False,False,62
674,14,-2,7,1310,1320,-2,15,1,4,2,10,62,False,False,62
675,15,8,-2,1320,1440,1,-2,-2,-2,-2,120,62,False,False,62
739,1,1,-2,0,850,1,-2,-2,-2,-2,850,67,False,False,67
740,2,-2,1,850,853,-2,1,14,3,3,3,67,False,False,67
741,3,2,-2,853,870,14,-2,-2,-2,-2,17,67,False,False,67
742,4,-2,2,870,873,-2,14,1,3,3,3,67,False,False,67
743,5,3,-2,873,1015,1,-2,-2,-2,-2,142,67,False,False,67
744,6,-2,3,1015,1020,-2,1,14,3,3,5,67,False,False,67
745,7,4,-2,1020,1050,14,-2,-2,-2,-2,30,67,False,False,67
746,8,-2,4,1050,1070,-2,14,11,3,3,20,67,False,False,67
747,9,5,-2,1070,1120,11,-2,-2,-2,-2,50,67,False,False,67
748,10,-2,5,1120,1140,-2,11,1,3,3,20,67,False,False,67
749,11,6,-2,1140,1440,1,-2,-2,-2,-2,300,67,False,False,67
750,1,1,-2,0,850,1,-2,-2,-2,-2,850,68,False,False,68
751,2,-2,1,850,853,-2,1,14,3,3,3,68,False,False,68
752,3,2,-2,853,870,14,-2,-2,-2,-2,17,68,False,False,68
753,4,-2,2,870,873,-2,14,1,3,3,3,68,False,False,68
754,5,3,-2,873,1015,1,-2,-2,-2,-2,142,68,False,False,68
755,6,-2,3,1015,1020,-2,1,19,3,3,5,68,False,False,68
756,7,4,-2,1020,1050,19,-2,-2,-2,-2,30,68,False,False,68
757,8,-2,4,1050,1070,-2,19,11,3,3,20,68,False,False,68
758,9,5,-2,1070,1120,11,-2,-2,-2,-2,50,68,False,False,68
759,10,-2,5,1120,1140,-2,11,1,3,3,20,68,False,False,68
760,11,6,-2,1140,1440,1,-2,-2,-2,-2,300,68,False,False,68
