,at_id,act_id,trip_id,BegTime,EndTime,ActType,O_pur,D_pur,Mode,Numontrp,AT_Dur,new_id,student,worker,new_id_2
23861,5,3,-2,1080,1090,6,-2,-2,-2,-2,10,2032,False,False,2032
23862,6,-2,3,1090,1100,-2,6,13,3,2,10,2032,False,False,2032
23863,7,4,-2,1100,1140,13,-2,-2,-2,-2,40,2032,False,False,2032
23864,8,-2,4,1140,1145,-2,13,13,3,7,5,2032,False,False,2032
23865,9,5,-2,1145,1200,13,-2,-2,-2,-2,55,2032,False,False,2032
23866,10,-2,5,1200,1230,-2,13,1,3,2,30,2032,False,False,2032
23867,11,6,-2,1230,1440,1,-2,-2,-2,-2,210,2032,False,False,2032
23889,1,1,-2,0,975,1,-2,-2,-2,-2,975,2034,False,False,2034
23890,2,-2,1,975,977,-2,1,17,4,2,2,2034,False,False,2034
23891,3,2,-2,977,1085,17,-2,-2,-2,-2,108,2034,False,False,2034
23892,4,-2,2,1085,1087,-2,17,1,4,2,2,2034,False,False,2034
23893,5,3,-2,1087,1440,1,-2,-2,-2,-2,353,2034,False,False,2034
23894,1,1,-2,0,506,1,-2,-2,-2,-2,506,2035,False,False,2035
23895,2,-2,1,506,521,-2,1,19,4,1,15,2035,False,False,2035
23896,3,2,-2,521,755,19,-2,-2,-2,-2,234,2035,False,False,2035
23897,4,-2,2,755,759,-2,19,19,4,1,4,2035,False,False,2035
23898,5,3,-2,759,773,19,-2,-2,-2,-2,14,2035,False,False,2035
23899,6,-2,3,773,776,-2,19,19,4,1,3,2035,False,False,2035
23900,7,4,-2,776,867,19,-2,-2,-2,-2,91,2035,False,False,2035
23901,8,-2,4,867,875,-2,19,11,4,1,8,2035,False,False,2035
23902,9,5,-2,875,892,11,-2,-2,-2,-2,17,2035,False,False,2035
23903,10,-2,5,892,899,-2,11,1,4,1,7,2035,False,False,2035
23904,11,6,-2,899,975,1,-2,-2,-2,-2,76,2035,False,False,2035
23905,12,-2,6,975,977,-2,1,17,4,2,2,2035,False,False,2035
23906,13,7,-2,977,1085,17,-2,-2,-2,-2,108,2035,False,False,2035
23907,14,-2,7,1085,1087,-2,17,1,4,2,2,2035,False,False,2035
23908,15,8,-2,1087,1440,1,-2,-2,-2,-2,353,2035,False,False,2035
23909,1,1,-2,0,660,1,-2,-2,-2,-2,660,2036,False,False,2036
23910,2,-2,1,660,661,-2,1,16,1,1,1,2036,False,False,2036
23911,3,2,-2,661,675,16,-2,-2,-2,-2,14,2036,False,False,2036
23912,4,-2,2,675,720,-2,16,12,4,1,45,2036,False,False,2036
23913,5,3,-2,720,810,12,-2,-2,-2,-2,90,2036,False,False,2036
23914,6,-2,3,810,820,-2,12,13,4,1,10,2036,False,False,2036
23915,7,4,-2,820,830,13,-2,-2,-2,-2,10,2036,False,False,2036
23916,8,-2,4,830,840,-2,13,1,4,1,10,2036,False,False,2036
23917,9,5,-2,840,890,1,-2,-2,-2,-2,50,2036,False,False,2036
23918,10,-2,5,890,915,-2,1,16,4,1,25,2036,False,False,2036
23919,11,6,-2,915,990,16,-2,-2,-2,-2,75,2036,False,False,2036
23920,12,-2,6,990,1040,-2,16,1,4,1,50,2036,False,False,2036
23921,13,7,-2,1040,1125,1,-2,-2,-2,-2,85,2036,False,False,2036
23922,14,-2,7,1125,1140,-2,1,13,6,2,15,2036,False,False,2036
23923,15,8,-2,1140,1245,13,-2,-2,-2,-2,105,2036,False,False,2036
23924,16,-2,8,1245,1260,-2,13,1,6,2,15,2036,False,False,2036
23925,17,9,-2,1260,1440,1,-2,-2,-2,-2,180,2036,False,False,2036
23948,1,1,-2,0,420,1,-2,-2,-2,-2,420,2038,False,False,2038
23949,2,-2,1,420,440,-2,1,15,1,1,20,2038,False,False,2038
23950,3,2,-2,440,1440,15,-2,-2,-2,-2,1000,2038,False,False,2038
23951,1,1,-2,0,450,1,-2,-2,-2,-2,450,2039,False,False,2039
23952,2,-2,1,450,465,-2,1,11,3,1,15,2039,False,False,2039
23953,3,2,-2,465,480,11,-2,-2,-2,-2,15,2039,False,False,2039
23954,4,-2,2,480,495,-2,11,1,3,1,15,2039,False,False,2039
23955,5,3,-2,495,1440,1,-2,-2,-2,-2,945,2039,False,False,2039
23984,1,1,-2,0,522,1,-2,-2,-2,-2,522,2041,False,False,2041
23985,2,-2,1,522,546,-2,1,11,6,2,24,2041,False,False,2041
23986,3,2,-2,546,645,11,-2,-2,-2,-2,99,2041,False,False,2041
23987,4,-2,2,645,673,-2,11,1,3,1,28,2041,False,False,2041
23988,5,3,-2,673,784,1,-2,-2,-2,-2,111,2041,False,False,2041
23989,6,-2,3,784,794,-2,1,18,3,1,10,2041,False,False,2041
23990,7,4,-2,794,820,18,-2,-2,-2,-2,26,2041,False,False,2041
23991,8,-2,4,820,837,-2,18,11,3,1,17,2041,False,False,2041
23992,9,5,-2,837,875,11,-2,-2,-2,-2,38,2041,False,False,2041
23993,10,-2,5,875,881,-2,11,11,3,1,6,2041,False,False,2041
23994,11,6,-2,881,889,11,-2,-2,-2,-2,8,2041,False,False,2041
23995,12,-2,6,889,891,-2,11,11,3,1,2,2041,False,False,2041
23996,13,7,-2,891,931,11,-2,-2,-2,-2,40,2041,False,False,2041
23997,14,-2,7,931,936,-2,11,11,3,1,5,2041,False,False,2041
23998,15,8,-2,936,951,11,-2,-2,-2,-2,15,2041,False,False,2041
23999,16,-2,8,951,972,-2,11,1,3,1,21,2041,False,False,2041
24000,17,9,-2,972,1440,1,-2,-2,-2,-2,468,2041,False,False,2041
24059,1,1,-2,0,495,1,-2,-2,-2,-2,495,2046,False,False,2046
24060,2,-2,1,495,500,-2,1,6,3,2,5,2046,False,False,2046
24061,3,2,-2,500,501,6,-2,-2,-2,-2,1,2046,False,False,2046
24062,4,-2,2,501,506,-2,6,1,3,1,5,2046,False,False,2046
24063,5,3,-2,506,1440,1,-2,-2,-2,-2,934,2046,False,False,2046
24069,1,1,-2,0,1025,1,-2,-2,-2,-2,1025,2048,False,False,2048
24070,2,-2,1,1025,1040,-2,1,13,3,2,15,2048,False,False,2048
24071,3,2,-2,1040,1145,13,-2,-2,-2,-2,105,2048,False,False,2048
24072,4,-2,2,1145,1170,-2,13,1,3,1,25,2048,False,False,2048
24073,5,3,-2,1170,1440,1,-2,-2,-2,-2,270,2048,False,False,2048
24074,1,1,-2,0,530,1,-2,-2,-2,-2,530,2049,False,False,2049
24075,2,-2,1,530,558,-2,1,17,4,1,28,2049,False,False,2049
24076,3,2,-2,558,645,17,-2,-2,-2,-2,87,2049,False,False,2049
24077,4,-2,2,645,670,-2,17,13,4,2,25,2049,False,False,2049
24078,5,3,-2,670,1145,13,-2,-2,-2,-2,475,2049,False,False,2049
24079,6,-2,3,1145,1175,-2,13,1,4,1,30,2049,False,False,2049
24080,7,4,-2,1175,1440,1,-2,-2,-2,-2,265,2049,False,False,2049
24081,1,1,-2,0,540,1,-2,-2,-2,-2,540,2050,False,False,2050
24082,2,-2,1,540,600,-2,1,1,1,2,60,2050,False,False,2050
24083,3,2,-2,600,670,1,-2,-2,-2,-2,70,2050,False,False,2050
24084,4,-2,2,670,690,-2,1,14,3,2,20,2050,False,False,2050
24085,5,3,-2,690,750,14,-2,-2,-2,-2,60,2050,False,False,2050
24086,6,-2,3,750,760,-2,14,13,3,2,10,2050,False,False,2050
24087,7,4,-2,760,790,13,-2,-2,-2,-2,30,2050,False,False,2050
24088,8,-2,4,790,810,-2,13,11,3,2,20,2050,False,False,2050
24089,9,5,-2,810,870,11,-2,-2,-2,-2,60,2050,False,False,2050
24090,10,-2,5,870,880,-2,11,1,3,2,10,2050,False,False,2050
24091,11,6,-2,880,1440,1,-2,-2,-2,-2,560,2050,False,False,2050
24092,1,1,-2,0,840,1,-2,-2,-2,-2,840,2050,False,False,2050
24093,2,-2,1,840,870,-2,1,15,4,2,30,2050,False,False,2050
24094,3,2,-2,870,930,15,-2,-2,-2,-2,60,2050,False,False,2050
24095,4,-2,2,930,960,-2,15,1,4,2,30,2050,False,False,2050
24096,5,3,-2,960,1440,1,-2,-2,-2,-2,480,2050,False,False,2050
24097,1,1,-2,0,840,1,-2,-2,-2,-2,840,2051,False,False,2051
24098,2,-2,1,840,870,-2,1,15,4,2,30,2051,False,False,2051
24099,3,2,-2,870,930,15,-2,-2,-2,-2,60,2051,False,False,2051
24100,4,-2,2,930,960,-2,15,1,4,2,30,2051,False,False,2051
24101,5,3,-2,960,1440,1,-2,-2,-2,-2,480,2051,False,False,2051
24102,1,1,-2,0,685,1,-2,-2,-2,-2,685,2051,False,False,2051
24103,2,-2,1,685,690,-2,1,15,5,3,5,2051,False,False,2051
24104,3,2,-2,690,730,15,-2,-2,-2,-2,40,2051,False,False,2051
24105,4,-2,2,730,735,-2,15,13,5,3,5,2051,False,False,2051
24106,5,3,-2,735,780,13,-2,-2,-2,-2,45,2051,False,False,2051
24107,6,-2,3,780,790,-2,13,1,5,3,10,2051,False,False,2051
24108,7,4,-2,790,1440,1,-2,-2,-2,-2,650,2051,False,False,2051
24109,1,1,-2,0,685,1,-2,-2,-2,-2,685,2052,False,False,2052
24110,2,-2,1,685,690,-2,1,17,5,3,5,2052,False,False,2052
24111,3,2,-2,690,730,17,-2,-2,-2,-2,40,2052,False,False,2052
24112,4,-2,2,730,735,-2,17,13,5,3,5,2052,False,False,2052
24113,5,3,-2,735,780,13,-2,-2,-2,-2,45,2052,False,False,2052
24114,6,-2,3,780,790,-2,13,1,5,3,10,2052,False,False,2052
24115,7,4,-2,790,1440,1,-2,-2,-2,-2,650,2052,False,False,2052
24116,1,1,-2,0,842,17,-2,-2,-2,-2,842,2053,False,False,2053
24117,2,-2,1,842,857,-2,17,17,3,2,15,2053,False,False,2053
24118,3,2,-2,857,931,17,-2,-2,-2,-2,74,2053,False,False,2053
24119,4,-2,2,931,947,-2,17,1,3,2,16,2053,False,False,2053
24120,5,3,-2,947,1010,1,-2,-2,-2,-2,63,2053,False,False,2053
24121,6,-2,3,1010,1019,-2,1,14,3,1,9,2053,False,False,2053
24122,7,4,-2,1019,1029,14,-2,-2,-2,-2,10,2053,False,False,2053
24123,8,-2,4,1029,1040,-2,14,1,3,1,11,2053,False,False,2053
24124,9,5,-2,1040,1440,1,-2,-2,-2,-2,400,2053,False,False,2053
24125,1,1,-2,0,842,1,-2,-2,-2,-2,842,2054,False,False,2054
24126,2,-2,1,842,857,-2,1,17,3,2,15,2054,False,False,2054
24127,3,2,-2,857,931,17,-2,-2,-2,-2,74,2054,False,False,2054
24128,4,-2,2,931,947,-2,17,1,3,2,16,2054,False,False,2054
24129,5,3,-2,947,1056,1,-2,-2,-2,-2,109,2054,False,False,2054
24130,6,-2,3,1056,1102,-2,1,1,1,1,46,2054,False,False,2054
24131,7,4,-2,1102,1440,1,-2,-2,-2,-2,338,2054,False,False,2054
24132,1,1,-2,0,615,1,-2,-2,-2,-2,615,2055,False,False,2055
24133,2,-2,1,615,625,-2,1,16,3,1,10,2055,False,False,2055
24134,3,2,-2,625,700,16,-2,-2,-2,-2,75,2055,False,False,2055
24135,4,-2,2,700,705,-2,16,11,3,1,5,2055,False,False,2055
24136,5,3,-2,705,715,11,-2,-2,-2,-2,10,2055,False,False,2055
24137,6,-2,3,715,720,-2,11,1,3,1,5,2055,False,False,2055
24138,7,4,-2,720,760,1,-2,-2,-2,-2,40,2055,False,False,2055
24139,8,-2,4,760,770,-2,1,19,3,1,10,2055,False,False,2055
24140,9,5,-2,770,850,19,-2,-2,-2,-2,80,2055,False,False,2055
24141,10,-2,5,850,915,-2,19,6,3,1,65,2055,False,False,2055
24142,11,6,-2,915,920,6,-2,-2,-2,-2,5,2055,False,False,2055
24143,12,-2,6,920,930,-2,6,7,3,2,10,2055,False,False,2055
24144,13,7,-2,930,931,7,-2,-2,-2,-2,1,2055,False,False,2055
24145,14,-2,7,931,936,-2,7,13,1,2,5,2055,False,False,2055
24146,15,8,-2,936,975,13,-2,-2,-2,-2,39,2055,False,False,2055
24147,16,-2,8,975,1050,-2,13,13,1,2,75,2055,False,False,2055
24148,17,9,-2,1050,1090,13,-2,-2,-2,-2,40,2055,False,False,2055
24149,18,-2,9,1090,1095,-2,13,7,1,2,5,2055,False,False,2055
24150,19,10,-2,1095,1096,7,-2,-2,-2,-2,1,2055,False,False,2055
24151,20,-2,10,1096,1105,-2,7,15,3,2,9,2055,False,False,2055
24152,21,11,-2,1105,1270,15,-2,-2,-2,-2,165,2055,False,False,2055
24153,22,-2,11,1270,1273,-2,15,6,3,2,3,2055,False,False,2055
24154,23,12,-2,1273,1275,6,-2,-2,-2,-2,2,2055,False,False,2055
24155,24,-2,12,1275,1325,-2,6,1,3,1,50,2055,False,False,2055
24156,25,13,-2,1325,1440,1,-2,-2,-2,-2,115,2055,False,False,2055
24157,1,1,-2,0,605,11,-2,-2,-2,-2,605,2055,False,False,2055
24158,2,-2,1,605,634,-2,11,15,3,2,29,2055,False,False,2055
24159,3,2,-2,634,647,15,-2,-2,-2,-2,13,2055,False,False,2055
24160,4,-2,2,647,684,-2,15,11,3,2,37,2055,False,False,2055
24161,5,3,-2,684,750,11,-2,-2,-2,-2,66,2055,False,False,2055
24162,6,-2,3,750,765,-2,11,1,3,2,15,2055,False,False,2055
24163,7,4,-2,765,1440,1,-2,-2,-2,-2,675,2055,False,False,2055
24164,1,1,-2,0,530,1,-2,-2,-2,-2,530,2056,False,False,2056
24165,2,-2,1,530,540,-2,1,16,3,1,10,2056,False,False,2056
24166,3,2,-2,540,600,16,-2,-2,-2,-2,60,2056,False,False,2056
24167,4,-2,2,600,625,-2,16,15,3,2,25,2056,False,False,2056
24168,5,3,-2,625,635,15,-2,-2,-2,-2,10,2056,False,False,2056
24169,6,-2,3,635,684,-2,15,11,3,2,49,2056,False,False,2056
24170,7,4,-2,684,750,11,-2,-2,-2,-2,66,2056,False,False,2056
24171,8,-2,4,750,765,-2,11,1,3,2,15,2056,False,False,2056
24172,9,5,-2,765,1440,1,-2,-2,-2,-2,675,2056,False,False,2056
24231,1,1,-2,0,510,1,-2,-2,-2,-2,510,2062,False,False,2062
24232,2,-2,1,510,515,-2,1,19,3,2,5,2062,False,False,2062
24233,3,2,-2,515,580,19,-2,-2,-2,-2,65,2062,False,False,2062
24234,4,-2,2,580,600,-2,19,13,3,2,20,2062,False,False,2062
24235,5,3,-2,600,680,13,-2,-2,-2,-2,80,2062,False,False,2062
24236,6,-2,3,680,690,-2,13,11,3,2,10,2062,False,False,2062
24237,7,4,-2,690,750,11,-2,-2,-2,-2,60,2062,False,False,2062
24238,8,-2,4,750,760,-2,11,1,3,2,10,2062,False,False,2062
24239,9,5,-2,760,1440,1,-2,-2,-2,-2,680,2062,False,False,2062
24262,1,1,-2,0,460,1,-2,-2,-2,-2,460,2064,False,False,2064
24263,2,-2,1,460,480,-2,1,6,5,2,20,2064,False,False,2064
24264,3,2,-2,480,485,6,-2,-2,-2,-2,5,2064,False,False,2064
24265,4,-2,2,485,495,-2,6,1,5,1,10,2064,False,False,2064
24266,5,3,-2,495,525,1,-2,-2,-2,-2,30,2064,False,False,2064
24267,6,-2,3,525,530,-2,1,15,5,1,5,2064,False,False,2064
24268,7,4,-2,530,710,15,-2,-2,-2,-2,180,2064,False,False,2064
24269,8,-2,4,710,715,-2,15,1,5,1,5,2064,False,False,2064
24270,9,5,-2,715,775,1,-2,-2,-2,-2,60,2064,False,False,2064
24271,10,-2,5,775,782,-2,1,11,5,1,7,2064,False,False,2064
24272,11,6,-2,782,840,11,-2,-2,-2,-2,58,2064,False,False,2064
24273,12,-2,6,840,845,-2,11,1,5,1,5,2064,False,False,2064
24274,13,7,-2,845,1440,1,-2,-2,-2,-2,595,2064,False,False,2064
24307,1,1,-2,0,405,1,-2,-2,-2,-2,405,2066,False,False,2066
24308,2,-2,1,405,422,-2,1,17,4,1,17,2066,False,False,2066
24309,3,2,-2,422,540,17,-2,-2,-2,-2,118,2066,False,False,2066
24310,4,-2,2,540,560,-2,17,1,4,1,20,2066,False,False,2066
24311,5,3,-2,560,718,1,-2,-2,-2,-2,158,2066,False,False,2066
24312,6,-2,3,718,725,-2,1,19,4,2,7,2066,False,False,2066
24313,7,4,-2,725,775,19,-2,-2,-2,-2,50,2066,False,False,2066
24314,8,-2,4,775,788,-2,19,13,4,3,13,2066,False,False,2066
24315,9,5,-2,788,832,13,-2,-2,-2,-2,44,2066,False,False,2066
24316,10,-2,5,832,846,-2,13,1,4,3,14,2066,False,False,2066
24317,11,6,-2,846,1440,1,-2,-2,-2,-2,594,2066,False,False,2066
24332,1,1,-2,0,660,12,-2,-2,-2,-2,660,2069,False,False,2069
24333,2,-2,1,660,690,-2,12,15,3,1,30,2069,False,False,2069
24334,3,2,-2,690,960,15,-2,-2,-2,-2,270,2069,False,False,2069
24335,4,-2,2,960,1005,-2,15,1,3,1,45,2069,False,False,2069
24336,5,3,-2,1005,1440,1,-2,-2,-2,-2,435,2069,False,False,2069
24337,1,1,-2,0,555,1,-2,-2,-2,-2,555,2070,False,False,2070
24338,2,-2,1,555,565,-2,1,19,5,2,10,2070,False,False,2070
24339,3,2,-2,565,735,19,-2,-2,-2,-2,170,2070,False,False,2070
24340,4,-2,2,735,745,-2,19,1,5,2,10,2070,False,False,2070
24341,5,3,-2,745,1440,1,-2,-2,-2,-2,695,2070,False,False,2070
24342,1,1,-2,0,555,1,-2,-2,-2,-2,555,2071,False,False,2071
24343,2,-2,1,555,565,-2,1,19,5,2,10,2071,False,False,2071
24344,3,2,-2,565,735,19,-2,-2,-2,-2,170,2071,False,False,2071
24345,4,-2,2,735,745,-2,19,1,5,2,10,2071,False,False,2071
24346,5,3,-2,745,1440,1,-2,-2,-2,-2,695,2071,False,False,2071
24408,1,1,-2,0,660,1,-2,-2,-2,-2,660,2077,False,False,2077
24409,2,-2,1,660,675,-2,1,11,3,1,15,2077,False,False,2077
24410,3,2,-2,675,720,11,-2,-2,-2,-2,45,2077,False,False,2077
24411,4,-2,2,720,735,-2,11,1,3,1,15,2077,False,False,2077
24412,5,3,-2,735,1440,1,-2,-2,-2,-2,705,2077,False,False,2077
24413,1,1,-2,0,603,1,-2,-2,-2,-2,603,2078,False,False,2078
24414,2,-2,1,603,617,-2,1,13,3,3,14,2078,False,False,2078
24415,3,2,-2,617,646,13,-2,-2,-2,-2,29,2078,False,False,2078
24416,4,-2,2,646,658,-2,13,11,3,2,12,2078,False,False,2078
24417,5,3,-2,658,691,11,-2,-2,-2,-2,33,2078,False,False,2078
24418,6,-2,3,691,703,-2,11,1,3,2,12,2078,False,False,2078
24419,7,4,-2,703,1440,1,-2,-2,-2,-2,737,2078,False,False,2078
24420,1,1,-2,0,603,1,-2,-2,-2,-2,603,2079,False,False,2079
24421,2,-2,1,603,617,-2,1,13,3,2,14,2079,False,False,2079
24422,3,2,-2,617,646,13,-2,-2,-2,-2,29,2079,False,False,2079
24423,4,-2,2,646,658,-2,13,11,3,2,12,2079,False,False,2079
24424,5,3,-2,658,691,11,-2,-2,-2,-2,33,2079,False,False,2079
24425,6,-2,3,691,703,-2,11,1,3,2,12,2079,False,False,2079
24426,7,4,-2,703,1027,1,-2,-2,-2,-2,324,2079,False,False,2079
24427,8,-2,4,1027,1031,-2,1,16,1,1,4,2079,False,False,2079
24428,9,5,-2,1031,1032,16,-2,-2,-2,-2,1,2079,False,False,2079
24429,10,-2,5,1032,1036,-2,16,16,1,1,4,2079,False,False,2079
24430,11,6,-2,1036,1037,16,-2,-2,-2,-2,1,2079,False,False,2079
24431,12,-2,6,1037,1045,-2,16,1,1,1,8,2079,False,False,2079
24432,13,7,-2,1045,1440,1,-2,-2,-2,-2,395,2079,False,False,2079
24443,1,1,-2,0,1050,1,-2,-2,-2,-2,1050,2081,False,False,2081
24444,2,-2,1,1050,1065,-2,1,13,3,1,15,2081,False,False,2081
24445,3,2,-2,1065,1110,13,-2,-2,-2,-2,45,2081,False,False,2081
24446,4,-2,2,1110,1135,-2,13,1,3,1,25,2081,False,False,2081
24447,5,3,-2,1135,1440,1,-2,-2,-2,-2,305,2081,False,False,2081
24448,1,1,-2,0,600,1,-2,-2,-2,-2,600,2082,False,False,2082
24449,2,-2,1,600,630,-2,1,11,3,3,30,2082,False,False,2082
24450,3,2,-2,630,650,11,-2,-2,-2,-2,20,2082,False,False,2082
24451,4,-2,2,650,655,-2,11,18,3,3,5,2082,False,False,2082
24452,5,3,-2,655,735,18,-2,-2,-2,-2,80,2082,False,False,2082
24453,6,-2,3,735,750,-2,18,13,3,3,15,2082,False,False,2082
24454,7,4,-2,750,780,13,-2,-2,-2,-2,30,2082,False,False,2082
24455,8,-2,4,780,795,-2,13,14,3,3,15,2082,False,False,2082
24456,9,5,-2,795,885,14,-2,-2,-2,-2,90,2082,False,False,2082
24457,10,-2,5,885,900,-2,14,11,3,3,15,2082,False,False,2082
24458,11,6,-2,900,920,11,-2,-2,-2,-2,20,2082,False,False,2082
24459,12,-2,6,920,930,-2,11,17,3,3,10,2082,False,False,2082
24460,13,7,-2,930,975,17,-2,-2,-2,-2,45,2082,False,False,2082
24461,14,-2,7,975,1020,-2,17,1,3,3,45,2082,False,False,2082
24462,15,8,-2,1020,1440,1,-2,-2,-2,-2,420,2082,False,False,2082
24463,1,1,-2,0,600,1,-2,-2,-2,-2,600,2083,False,False,2083
24464,2,-2,1,600,630,-2,1,11,3,3,30,2083,False,False,2083
24465,3,2,-2,630,650,11,-2,-2,-2,-2,20,2083,False,False,2083
24466,4,-2,2,650,655,-2,11,6,3,3,5,2083,False,False,2083
24467,5,3,-2,655,735,6,-2,-2,-2,-2,80,2083,False,False,2083
24468,6,-2,3,735,750,-2,6,13,3,3,15,2083,False,False,2083
24469,7,4,-2,750,775,13,-2,-2,-2,-2,25,2083,False,False,2083
24470,8,-2,4,775,795,-2,13,14,3,3,20,2083,False,False,2083
24471,9,5,-2,795,870,14,-2,-2,-2,-2,75,2083,False,False,2083
24472,10,-2,5,870,900,-2,14,11,3,3,30,2083,False,False,2083
24473,11,6,-2,900,915,11,-2,-2,-2,-2,15,2083,False,False,2083
24474,12,-2,6,915,930,-2,11,17,3,3,15,2083,False,False,2083
24475,13,7,-2,930,990,17,-2,-2,-2,-2,60,2083,False,False,2083
24476,14,-2,7,990,1020,-2,17,1,3,3,30,2083,False,False,2083
24477,15,8,-2,1020,1440,1,-2,-2,-2,-2,420,2083,False,False,2083
24574,1,1,-2,0,1090,1,-2,-2,-2,-2,1090,2092,False,False,2092
24575,2,-2,1,1090,1113,-2,1,18,6,1,23,2092,False,False,2092
24576,3,2,-2,1113,1252,18,-2,-2,-2,-2,139,2092,False,False,2092
24577,4,-2,2,1252,1262,-2,18,1,6,1,10,2092,False,False,2092
24578,5,3,-2,1262,1440,1,-2,-2,-2,-2,178,2092,False,False,2092
24597,1,1,-2,0,510,17,-2,-2,-2,-2,510,2095,False,False,2095
24598,2,-2,1,510,630,-2,17,11,3,1,120,2095,False,False,2095
24599,3,2,-2,630,660,11,-2,-2,-2,-2,30,2095,False,False,2095
24600,4,-2,2,660,690,-2,11,11,3,1,30,2095,False,False,2095
24601,5,3,-2,690,840,11,-2,-2,-2,-2,150,2095,False,False,2095
24602,6,-2,3,840,990,-2,11,1,3,1,150,2095,False,False,2095
24603,7,4,-2,990,1110,1,-2,-2,-2,-2,120,2095,False,False,2095
24604,8,-2,4,1110,1120,-2,1,13,1,2,10,2095,False,False,2095
24605,9,5,-2,1120,1290,13,-2,-2,-2,-2,170,2095,False,False,2095
24606,10,-2,5,1290,1305,-2,13,1,1,2,15,2095,False,False,2095
24607,11,6,-2,1305,1440,1,-2,-2,-2,-2,135,2095,False,False,2095
24613,1,1,-2,0,675,1,-2,-2,-2,-2,675,2097,False,False,2097
24614,2,-2,1,675,690,-2,1,11,4,2,15,2097,False,False,2097
24615,3,2,-2,690,695,11,-2,-2,-2,-2,5,2097,False,False,2097
24616,4,-2,2,695,705,-2,11,14,4,2,10,2097,False,False,2097
24617,5,3,-2,705,707,14,-2,-2,-2,-2,2,2097,False,False,2097
24618,6,-2,3,707,710,-2,14,13,4,2,3,2097,False,False,2097
24619,7,4,-2,710,770,13,-2,-2,-2,-2,60,2097,False,False,2097
24620,8,-2,4,770,775,-2,13,17,4,2,5,2097,False,False,2097
24621,9,5,-2,775,1180,17,-2,-2,-2,-2,405,2097,False,False,2097
24622,10,-2,5,1180,1201,-2,17,1,4,2,21,2097,False,False,2097
24623,11,6,-2,1201,1440,1,-2,-2,-2,-2,239,2097,False,False,2097
24624,1,1,-2,0,600,1,-2,-2,-2,-2,600,2097,False,False,2097
24625,2,-2,1,600,605,-2,1,11,6,1,5,2097,False,False,2097
24626,3,2,-2,605,615,11,-2,-2,-2,-2,10,2097,False,False,2097
24627,4,-2,2,615,625,-2,11,11,6,1,10,2097,False,False,2097
24628,5,3,-2,625,655,11,-2,-2,-2,-2,30,2097,False,False,2097
24629,6,-2,3,655,665,-2,11,7,6,1,10,2097,False,False,2097
24630,7,4,-2,665,720,7,-2,-2,-2,-2,55,2097,False,False,2097
24631,8,-2,4,720,735,-2,7,1,3,2,15,2097,False,False,2097
24632,9,5,-2,735,960,1,-2,-2,-2,-2,225,2097,False,False,2097
24633,10,-2,5,960,990,-2,1,7,3,2,30,2097,False,False,2097
24634,11,6,-2,990,1020,7,-2,-2,-2,-2,30,2097,False,False,2097
24635,12,-2,6,1020,1040,-2,7,1,6,1,20,2097,False,False,2097
24636,13,7,-2,1040,1440,1,-2,-2,-2,-2,400,2097,False,False,2097
24637,1,1,-2,0,735,1,-2,-2,-2,-2,735,2097,False,False,2097
24638,2,-2,1,735,855,-2,1,18,3,2,120,2097,False,False,2097
24639,3,2,-2,855,1035,18,-2,-2,-2,-2,180,2097,False,False,2097
24640,4,-2,2,1035,1150,-2,18,1,3,2,115,2097,False,False,2097
24641,5,3,-2,1150,1440,1,-2,-2,-2,-2,290,2097,False,False,2097
24642,1,1,-2,0,735,1,-2,-2,-2,-2,735,2098,False,False,2098
24643,2,-2,1,735,855,-2,1,18,3,2,120,2098,False,False,2098
24644,3,2,-2,855,1035,18,-2,-2,-2,-2,180,2098,False,False,2098
24645,4,-2,2,1035,1155,-2,18,1,3,2,120,2098,False,False,2098
24646,5,3,-2,1155,1440,1,-2,-2,-2,-2,285,2098,False,False,2098
24682,1,1,-2,0,720,1,-2,-2,-2,-2,720,2100,False,False,2100
24683,2,-2,1,720,730,-2,1,11,3,2,10,2100,False,False,2100
24684,3,2,-2,730,745,11,-2,-2,-2,-2,15,2100,False,False,2100
24685,4,-2,2,745,750,-2,11,14,3,2,5,2100,False,False,2100
24686,5,3,-2,750,752,14,-2,-2,-2,-2,2,2100,False,False,2100
24687,6,-2,3,752,758,-2,14,13,3,2,6,2100,False,False,2100
24688,7,4,-2,758,800,13,-2,-2,-2,-2,42,2100,False,False,2100
24689,8,-2,4,800,815,-2,13,11,3,2,15,2100,False,False,2100
24690,9,5,-2,815,875,11,-2,-2,-2,-2,60,2100,False,False,2100
24691,10,-2,5,875,890,-2,11,1,3,2,15,2100,False,False,2100
24692,11,6,-2,890,930,1,-2,-2,-2,-2,40,2100,False,False,2100
24693,12,-2,6,930,955,-2,1,15,3,2,25,2100,False,False,2100
24694,13,7,-2,955,1110,15,-2,-2,-2,-2,155,2100,False,False,2100
24695,14,-2,7,1110,1130,-2,15,1,3,2,20,2100,False,False,2100
24696,15,8,-2,1130,1440,1,-2,-2,-2,-2,310,2100,False,False,2100
24697,1,1,-2,0,940,17,-2,-2,-2,-2,940,2101,False,False,2101
24698,2,-2,1,940,952,-2,17,11,3,6,12,2101,False,False,2101
24699,3,2,-2,952,1170,11,-2,-2,-2,-2,218,2101,False,False,2101
24700,4,-2,2,1170,1188,-2,11,17,3,6,18,2101,False,False,2101
